pid,operator
10349679,PT. Telekomunikasi Indonesia International
10340882,QUALICA Inc.
10346755,"Cogent Communications Holdings, Inc."
10349602,T.C.C. Technology Company Limited
10338308,"Cologix, Inc."
10343845,NTT Global Data Centers Preparatory Corporation
10340750,Verizon Communications Inc.
10143484,Mapletree Industrial Trust
10349836,Asia Digital Infrastructure Pte. Ltd.
10349837,Asia Digital Infrastructure Pte. Ltd.
10341475,
10341478,"Equinix, Inc."
10343140,Microsoft Corporation
10343156,Microsoft Corporation
10343842,"Meta Platforms, Inc."
10343839,"Meta Platforms, Inc."
10343132,"Meta Platforms, Inc."
10349890,LG Uplus Corp.
10340880,NTT Global Data Centers Preparatory Corporation
10349888,"KT Cloud Co., Ltd."
10341473,"Cologix, Inc."
10349754,T-Systems Solutions For Research GmbH
10349755,PT. Telekomunikasi Indonesia International
10343835,"Amazon.com, Inc."
10346756,"Cogent Communications Holdings, Inc."
10346847,Cloud South Inc
10343832,"Amazon.com, Inc."
10343830,"Amazon.com, Inc."
10343198,Microsoft Corporation
10341487,NTT Global Data Centers Preparatory Corporation
10343167,"Amazon.com, Inc."
10343837,"Meta Platforms, Inc."
10349601,Grand Ming Group Holdings Limited
10349889,"SK Broadband Co., Ltd."
10341497,Rogers Communications Canada Inc.
10074503,"QTS Realty Trust, LLC"
10352834,"China United Network Communications Group Co., Ltd."
10352831,Yesjing
10341481,
10349600,Towngas Smart Energy Company Limited
10341485,"Huntleigh Telecommunications Group, Inc."
10338763,"Digital West Networks, Inc."
10181603,EdgeConneX
10340741,"Atlantic Metro Communications, Inc."
10339091,Ati Solutions Inc.
10339088,Ati Solutions Inc.
10343180,Microsoft Corporation
10343189,Microsoft Corporation
10338726,"Mainstream Technologies, Inc."
10349891,LG Uplus Corp.
10342191,Urbacon Limited
10349756,
10349683,"Data Canopy Colocation, LLC"
10343349,"Amazon.com, Inc."
10349210,"QTS Realty Trust, LLC"
10343363,"Amazon.com, Inc."
10341528,"Aligned Data Centers (Phoenix), LLC"
10342173,"Cologix, Inc."
10349207,"Stream Data Centers, L.P."
10339774,Microsoft Corporation
10352823,"China United Network Communications Group Co., Ltd."
10343798,"Meta Platforms, Inc."
10349759,PT. Telekomunikasi Indonesia International
10317357,Towngas Smart Energy Company Limited
10235437,"fifteenfortyseven Critical Systems Realty, LLC"
10317707,GDS Holdings Limited
10342190,Microsoft Corporation
10343792,Microsoft Corporation
10339355,Internet Initiative Japan Inc.
10341531,"MDC, Inc"
10343153,Microsoft Corporation
10341680,Microsoft Corporation
10317706,GDS Holdings Limited
10343375,Bohannon Road Venture LLC
10340730,"ARK Data Centers, LLC"
10338999,"Integra, Inc."
10342170,KDDI Corporation
10343386,Bohannon Road Venture LLC
10349895,LG Uplus Corp.
10349896,Digital Edge
10343399,Bohannon Road Venture LLC
10186167,"ServerFarm, LLC"
10343795,Microsoft Corporation
10340300,Microsoft Corporation
10346698,Arizona State Retirement System
10349595,HK Serverworks
10349594,HK Serverworks
10342025,Chesterfield County
10338983,"ARK Data Centers, LLC"
10340868,"NTT EAST, Inc."
10338957,"Cogent Communications Holdings, Inc."
10343341,SkyNet Communications LLC
10317712,Gongqi Technology Ltd.
10352828,China Telecom Corporation Limited
10352824,China Telecom Corporation Limited
10343811,Alphabet Inc.
10341507,"Skybox Datacenters, LLC"
10338878,"Allied Fiber, LLC"
10341503,"Birch Infrastructure, PBLLC"
10340878,NTT PC Communications Incorporated
10169914,"Equinix, Inc."
10338397,"DataBank Holdings, Ltd."
10343814,"Amazon.com, Inc."
10349202,"Evocative, Inc."
10349598,Grand Ming Group Holdings Limited
10343268,"Vision Net, Inc."
10343281,"Vision Net, Inc."
10342186,Urbacon Limited
10342183,Urbacon Limited
10340316,"Meta Platforms, Inc."
10342180,eStruxture Data Centers Inc.
10338928,"Syringa Networks, LLC"
10163487,"QTS Realty Trust, LLC"
10342177,VDC Virtual Data Corp.
10340875,"NTT EAST, Inc."
10340871,"NTT EAST, Inc."
10341517,"Compass Datacenters, LLC"
10317710,GDS Holdings Limited
10343800,Microsoft Corporation
10339285,Internet Initiative Japan Inc.
10339323,Internet Initiative Japan Inc.
10341648,"Montana Opticom, LLC"
10045166,CoreSite Realty Corporation
10338903,"Allied Fiber, LLC"
10259386,Alphabet Inc.
10343298,"Vision Net, Inc."
10349892,LG Uplus Corp.
10349893,LG Uplus Corp.
10343316,"Vision Net, Inc."
10343809,Alphabet Inc.
10349681,NTT Global Data Centers Preparatory Corporation
10349757,Vodien Internet Solutions Pte Ltd.
10349758,"Equinix, Inc."
10187100,"Ascent, LLC"
10100388,Mapletree Industrial Trust
10349682,LG Uplus Corp.
10343807,Alphabet Inc.
10341509,"Compass Datacenters, LLC"
10341514,"Compass Datacenters, LLC"
10339084,AiNET Corporation
10349597,HKCOLO Limited
10349596,"Equinix, Inc."
10317749,China Mobile Limited
10343949,"Meta Platforms, Inc."
10346133,"Meta Platforms, Inc."
10346348,"Amazon.com, Inc."
10346341,"Amazon.com, Inc."
10175782,
10346136,"Meta Platforms, Inc."
10346345,Alphabet Inc.
10346343,Microsoft Corporation
10346137,"Amazon.com, Inc."
10346351,Apple Inc.
10349853,"KT Cloud Co., Ltd."
10349639,Net 4 India Limited
10362016,"STACK Infrastructure, Inc."
10346358,"Amazon.com, Inc."
10317784,GDS Holdings Limited
10346360,"Amazon.com, Inc."
10148651,"QTS Realty Trust, LLC"
10339134,"Lumen Technologies, Inc."
10341040,
10346353,Microsoft Corporation
10346128,Alphabet Inc.
10259762,"STACK Infrastructure, Inc."
10346132,"Amazon.com, Inc."
10341037,"Vantage Data Centers Management Company, LLC"
10349725,Vocus Group Limited
10349082,"STACK Infrastructure, Inc."
10346355,Microsoft Corporation
10339099,"Experis Technology Group, Inc."
10341187,"Compass Datacenters, LLC"
10346324,Alphabet Inc.
10346148,Alphabet Inc.
10349724,Singapore Telecommunications Limited
10185574,Sify Technologies Limited
10346315,Alphabet Inc.
10341184,"Compass Datacenters, LLC"
10346151,Microsoft Corporation
10339127,Alterascape
10346320,"Amazon.com, Inc."
10346318,"Amazon.com, Inc."
10341045,China Telecom Corporation Limited
10317797,"Zte Cloud Servie Co., Ltd."
10346709,"R.E. Stafford, Inc."
10184183,"HostDime.com, Inc."
10349852,LG Uplus Corp.
10235529,"STACK Infrastructure, Inc."
10349641,Net 4 India Limited
10349640,Net 4 India Limited
10346140,"Amazon.com, Inc."
10346335,Microsoft Corporation
10341196,"QTS Realty Trust, LLC"
10346339,"Amazon.com, Inc."
10341199,"QTS Realty Trust, LLC"
10349850,"LG CNS Co., Ltd."
10341055,"Technical Realty Group Of Texas, LLC"
10187873,"Cogent Communications Holdings, Inc."
10340763,"Amazon.com, Inc."
10341191,"Compass Datacenters, LLC"
10349131,"Compass Datacenters, LLC"
10346333,"Amazon.com, Inc."
10317841,CITIC Telecom CPC Netherlands B.V.
10346145,"Amazon.com, Inc."
10317331,"Silk Road Telecommunications (SRT) Co., Ltd."
10346143,"Amazon.com, Inc."
10346328,"Amazon.com, Inc."
10346330,"Amazon.com, Inc."
10317788,"Li Cheng Enterprise Co., Ltd."
10317786,"Hongda High-Tech Holding Co.,Ltd."
10341059,"DataBank Holdings, Ltd."
10185575,Sify Technologies Limited
10349141,"Digital Realty Trust, Inc."
10346395,"Amazon.com, Inc."
10346392,"Amazon.com, Inc."
10341224,"Digital Realty Trust, Inc."
10341004,GI Partners
10346388,"Amazon.com, Inc."
10346390,"Amazon.com, Inc."
10183503,"H5 Data Centers, LLC"
10346111,"Meta Platforms, Inc."
10346108,Alphabet Inc.
10339148,Scott Data Center
10341233,"Digital Realty Trust, Inc."
10317775,GDS Holdings Limited
10349727,HKCOLO Limited
10346101,Apple Inc.
10349635,Jaipur Data Center
10346106,"Meta Platforms, Inc."
10346399,Alphabet Inc.
10346401,Microsoft Corporation
10338394,Aegis Data Center
10340997,CyrusOne Inc.
10346103,"Meta Platforms, Inc."
10341230,"Digital Realty Trust, Inc."
10340993,CyrusOne Inc.
10349071,"Phoenix NAP, LLC"
10346527,"Teraswitch, Inc."
10346363,Alphabet Inc.
10317836,GDS Holdings Limited
10349638,Mobile TeleSystems Public Joint Stock Company
10317799,"Zte Cloud Servie Co., Ltd."
10317326,China IDCW
10346371,"Amazon.com, Inc."
10341019,"Digital Realty Trust, Inc."
10317328,China Telecom Corporation Limited
10346373,"Amazon.com, Inc."
10346123,"Meta Platforms, Inc."
10346126,"Amazon.com, Inc."
10341023,"Stream Data Centers, L.P."
10259763,"STACK Infrastructure, Inc."
10341211,"Digital Realty Trust, Inc."
10343103,Alphabet Inc.
10317838,"China United Network Communications Group Co., Ltd."
10317840,GDS Holdings Limited
10346368,Alphabet Inc.
10339136,"Protected Trust, LLC"
10145057,"Equinix, Inc."
10349854,LG Uplus Corp.
10346366,"Amazon.com, Inc."
10349856,LG Uplus Corp.
10349136,"Digital Realty Trust, Inc."
10339139,"Satcom Direct, LLC"
10349855,"LG CNS Co., Ltd."
10349637,Mega Host Zone
10349636,Kedia Infotech Ltd.
10349656,Spectranet Holdings Ltd.
10317801,"Beijing Sinnet Technology Co.,Ltd"
10341008,Sabey Data Center Properties LLC
10346114,"Meta Platforms, Inc."
10341220,"Digital Realty Trust, Inc."
10341221,"Digital Realty Trust, Inc."
10346386,Microsoft Corporation
10340821,Microsoft Corporation
10341217,"Digital Realty Trust, Inc."
10185572,Sify Technologies Limited
10346382,Microsoft Corporation
10339145,"Iron Mountain Data Centers, LLC"
10226717,"Vantage Data Centers Management Company, LLC"
10346121,"Meta Platforms, Inc."
10346377,"Amazon.com, Inc."
10317779,GDS Holdings Limited
10349077,Sabey Data Center Properties LLC
10145058,"Equinix, Inc."
10349726,"China United Network Communications Group Co., Ltd."
10346118,"Amazon.com, Inc."
10346116,"Amazon.com, Inc."
10317782,GDS Holdings Limited
10346379,"Amazon.com, Inc."
10341013,Sabey Data Center Properties LLC
10349642,Net 4 India Limited
10346242,"Amazon.com, Inc."
10346192,Apple Inc.
10346240,Microsoft Corporation
10340643,Alphabet Inc.
10246360,"365 Data Centers Services, LLC"
10341148,"QTS Realty Trust, LLC"
10343053,"Vantage Data Centers Management Company, LLC"
10346196,Microsoft Corporation
10346238,"Amazon.com, Inc."
10341151,cloudHQ LLC
10339104,"Equinix, Inc."
10349101,Centeris Data Centers
10346253,Alphabet Inc.
10346183,Alphabet Inc.
10349653,Ricoh
10346255,"Meta Platforms, Inc."
10341155,"Patrinely Group, LLC"
10247597,"Vantage Data Centers Management Company, LLC"
10346245,"Amazon.com, Inc."
10349844,"KT Cloud Co., Ltd."
10346189,"Meta Platforms, Inc."
10346186,"Meta Platforms, Inc."
10349648,Reliance Communications Limited
10346250,"Amazon.com, Inc."
10339112,"DataBank Holdings, Ltd."
10346248,Microsoft Corporation
10343107,Microsoft Corporation
10343055,"Vantage Data Centers Management Company, LLC"
10346217,"Amazon.com, Inc."
10341120,cloudHQ LLC
10341134,"Digital Realty Trust, Inc."
10346205,"Amazon.com, Inc."
10341117,cloudHQ LLC
10346219,"Amazon.com, Inc."
10317345,"China United Network Communications Group Co., Ltd."
10346212,"Amazon.com, Inc."
10346215,"Amazon.com, Inc."
10317341,China Telecom Corporation Limited
10341128,cloudHQ LLC
10340666,"Amazon.com, Inc."
10346208,Alphabet Inc.
10341126,cloudHQ LLC
10346235,"Amazon.com, Inc."
10349842,LG Uplus Corp.
10341143,PowerHouse Data Centers
10339107,CoreSite Realty Corporation
10346230,"Amazon.com, Inc."
10346200,Microsoft Corporation
10349841,LG Uplus Corp.
10184233,KDDI Corporation
10259650,"Aligned Data Centers (Phoenix), LLC"
10317347,China Telecom Corporation Limited
10317351,GJWWW
10317703,"Shenzhen Powerleader Technology Co., Ltd."
10346232,"Amazon.com, Inc."
10349651,Reliance Communications Limited
10349104,cloudHQ LLC
10349843,LG Uplus Corp.
10349652,Ricoh
10349111,NTT Global Data Centers Preparatory Corporation
10346221,Alphabet Inc.
10341116,cloudHQ LLC
10341112,cloudHQ LLC
10317723,"Shenzhen Powerleader Technology Co., Ltd."
10346204,"Amazon.com, Inc."
10346224,Microsoft Corporation
10349650,Reliance Communications Limited
10349649,Reliance Communications Limited
10346226,"Amazon.com, Inc."
10317745,"Runxun Data Co., Ltd."
10317768,Towngas Smart Energy Company Limited
10340654,"Amazon.com, Inc."
10341139,NTT Global Data Centers Preparatory Corporation
10317338,China Telecom Corporation Limited
10339116,"DataBank Holdings, Ltd."
10346259,"Amazon.com, Inc."
10346295,"Amazon.com, Inc."
10346297,Microsoft Corporation
10317791,"Shenzhen Powerleader Technology Co., Ltd."
10346301,Microsoft Corporation
10221026,"H5 Data Centers, LLC"
10341173,NTT Global Data Centers Preparatory Corporation
10339123,Flexential Inc.
10247759,"Aligned Data Centers (Phoenix), LLC"
10346290,"Amazon.com, Inc."
10346293,"Amazon.com, Inc."
10346164,"Meta Platforms, Inc."
10346163,"Amazon.com, Inc."
10349644,Net 4 India Limited
10349643,Net 4 India Limited
10349849,"Douzone Bizon Co., Ltd."
10097704,"Digital Realty Trust, Inc."
10349723,"Digital Realty Trust, Inc."
10362979,LG Uplus Corp.
10346313,"Amazon.com, Inc."
10346156,"Amazon.com, Inc."
10349128,"Compass Datacenters, LLC"
10317334,Wood NN
10317333,Wood NN
10346154,"Amazon.com, Inc."
10222010,"Switch, Inc."
10346310,"Amazon.com, Inc."
10346161,"Amazon.com, Inc."
10227707,"Equinix, Inc."
10346303,"Amazon.com, Inc."
10185577,Sify Technologies Limited
10317795,"Zte Cloud Servie Co., Ltd."
10341176,NTT Global Data Centers Preparatory Corporation
10346305,"Amazon.com, Inc."
10346308,Alphabet Inc.
10341065,
10232637,Flexential Inc.
10317843,"Shanghai Science and Technology Network Communication Co., Ltd"
10346159,Microsoft Corporation
10349125,"Compass Datacenters, LLC"
10349123,NTT Global Data Centers Preparatory Corporation
10259645,"Aligned Data Centers (Phoenix), LLC"
10340630,Microsoft Corporation
10346267,"Amazon.com, Inc."
10317848,CITIC Telecom CPC Netherlands B.V.
10349118,"Patrinely Group, LLC"
10346270,"Amazon.com, Inc."
10341094,"DLS Computer Services, Inc."
10346265,"Amazon.com, Inc."
10317335,China Telecom Corporation Limited
10341099,Sabey Data Center Properties LLC
10317353,Wood NN
10341157,"Patrinely Group, LLC"
10349845,"KT Cloud Co., Ltd."
10341098,
10346180,Microsoft Corporation
10317681,"Shenzhen Powerleader Technology Co., Ltd."
10341158,"Patrinely Group, LLC"
10346261,"Amazon.com, Inc."
10349647,Rackbank Datacenters Private Limited
10349098,
10346176,Apple Inc.
10339120,Omnis Network LLC
10349847,KT Corporation
10317759,"Xiandai Investment Co.,Ltd"
10185576,Sify Technologies Limited
10346168,"Meta Platforms, Inc."
10341082,"Eagle South, LLC"
10349122,NTT Global Data Centers Preparatory Corporation
10346282,Microsoft Corporation
10346284,Alphabet Inc.
10346288,"Amazon.com, Inc."
10317845,GDS Holdings Limited
10317792,Weiyong
10349655,ServerNet
10317794,"Shenzhen Powerleader Technology Co., Ltd."
10317355,"Beijing Cnlink Networks Technology Co., Ltd."
10349722,Singtel Digital InfraCo
10340712,"Amazon.com, Inc."
10349846,LG Uplus Corp.
10349646,NetGains Technologies
10349645,NetGains Technologies
10341088,
10341164,"Patrinely Group, LLC"
10346173,Microsoft Corporation
10341085,Flexential Inc.
10317664,"Shenzhen Powerleader Technology Co., Ltd."
10340715,"Amazon.com, Inc."
10346280,Apple Inc.
10346170,"Meta Platforms, Inc."
10358799,"Iron Mountain Data Centers, LLC"
10346404,"Amazon.com, Inc."
10338387,"Sierra Technologies, Inc."
10247595,"Vantage Data Centers Management Company, LLC"
10343995,"Meta Platforms, Inc."
10346953,"Rackspace US, Inc."
10340923,"fifteenfortyseven Critical Systems Realty, LLC"
10343100,Microsoft Corporation
10341012,"Meta Platforms, Inc."
10346507,Rmm Solutions Inc.
10341328,Ricloud Corp.
10341001,Alphabet Inc.
10247373,"T5 Data Centers, LLC"
10343984,"Amazon.com, Inc."
10349623,"DTS-NET, LLC"
10362983,Epsilon Telecommunications (Sp) Pte Ltd.
10259399,"T5 Data Centers, LLC"
10343992,Alphabet Inc.
10259381,Alphabet Inc.
10349867,KT Corporation
10341035,Alphabet Inc.
10202941,"fifteenfortyseven Critical Systems Realty, LLC"
10179945,"Cogent Communications Holdings, Inc."
10340916,"TierPoint, LLC"
10183871,Interserver
10343989,Alphabet Inc.
10343986,Alphabet Inc.
10346504,"Transcendent, LLC"
10317758,China Telecom Corporation Limited
10340921,TIS Inc.
10185111,"T5 Data Centers, LLC"
10344003,"Meta Platforms, Inc."
10060177,Mapletree Industrial Trust
10344007,"Amazon.com, Inc."
10341307,"Quantum Loophole, Inc."
10058433,Mapletree Industrial Trust
10340945,"Amazon.com, Inc."
10231249,"Equinix, Inc."
10338349,IronGate S.L.
10344009,"Amazon.com, Inc."
10340925,TIS Inc.
10349737,"Equinix, Inc."
10349624,ESDS Software Solution Limited
10340928,"Hudson Interxchange, LLC"
10340926,"Equinix, Inc."
10340989,"Amazon.com, Inc."
10349625,Go4hosting
10349664,Tulip Telecom Limited
10343997,Microsoft Corporation
10346508,"Lumen Technologies, Inc."
10341322,Element Critical
10349160,"Skybox Datacenters, LLC"
10179944,"Cogent Communications Holdings, Inc."
10349663,Tulip Telecom Limited
10344001,"Amazon.com, Inc."
10341314,Sabey Data Center Properties LLC
10341320,"Skybox Datacenters, LLC"
10349865,KT Corporation
10349866,KT Corporation
10340961,"Amazon.com, Inc."
10317292,"Amazon.com, Inc."
10338346,Data Holdings
10343999,Alphabet Inc.
10346511,"US Signal Company, LLC"
10317810,GDS Holdings Limited
10317305,China Telecom Corporation Limited
10317760,China Telecom Corporation Limited
10339193,"Netrix, LLC"
10339194,Fairfax Financial Holdings Limited
10317303,China Telecom Corporation Limited
10317763,China Telecom Corporation Limited
10343981,"Amazon.com, Inc."
10317750,China Telecom Corporation Limited
10339092,"QTS Realty Trust, LLC"
10352790,China Telecom Corporation Limited
10349668,Iron Mountain Data Centers
10343960,"Meta Platforms, Inc."
10343964,Microsoft Corporation
10341127,Alphabet Inc.
10320313,"Netwurx, Inc."
10341357,CyrusOne Inc.
10343966,Alphabet Inc.
10340889,"IPI Partners, LLC"
10346944,"IPI Partners, LLC"
10317831,Alphabet Inc.
10340912,TIS Inc.
10349872,LG Uplus Corp.
10317820,China Mobile Limited
10320563,Ethoplex
10235534,"STACK Infrastructure, Inc."
10340876,Cerulean Global Capital LLC
10341365,"STACK Infrastructure, Inc."
10343952,"Meta Platforms, Inc."
10341193,Microsoft Corporation
10340883,EdgeConneX
10320589,Hoyos Consulting LLC
10362976,Epsilon Telecommunications (Sp) Pte Ltd.
10346495,Hoyos Consulting LLC
10339401,EdgeConneX
10349871,LG Uplus Corp.
10349619,Benzy Ltd
10320616,Hoyos Consulting LLC
10250946,"Digital Realty Trust, Inc."
10343958,"Meta Platforms, Inc."
10317610,Alphabet Inc.
10341179,Alphabet Inc.
10343954,Alphabet Inc.
10259765,"STACK Infrastructure, Inc."
10259764,"STACK Infrastructure, Inc."
10349618,Aride Ocean
10341337,
10317298,China Telecom Corporation Limited
10352827,China Telecom Corporation Limited
10340914,TIS Inc.
10340470,"Amazon.com, Inc."
10182746,Keppel DC REIT
10153712,Keppel DC REIT
10340919,TIS Inc.
10349622,Data Galaxy
10341048,Alphabet Inc.
10341061,Alphabet Inc.
10349665,Tulip Telecom Limited
10339205,Ayera Technologies Inc.
10339207,"Fiberpipe, Inc."
10343980,Alphabet Inc.
10338327,"Offsite, LLC"
10349868,KT Corporation
10340910,CoreSite Realty Corporation
10340905,"Stream Data Centers, L.P."
10341341,
10341346,
10346503,"SupraNet Communications, Inc."
10349739,"Digital Realty Trust, Inc."
10317655,Alphabet Inc.
10346499,Data Holdings
10349666,Tulip Telecom Limited
10349667,Iron Mountain Data Centers
10317812,GDS Holdings Limited
10317817,GDS Holdings Limited
10343971,"Amazon.com, Inc."
10346730,Data Center West
10339209,"Lumen Technologies, Inc."
10340893,"STACK Infrastructure, Inc."
10343968,"Amazon.com, Inc."
10341352,Yondr Group Holdings B.V.
10317756,Alphabet Inc.
10340900,"Vantage Data Centers Management Company, LLC"
10349620,Cyquator Technologies Ltd
10338324,"Offsite, LLC"
10338319,"TEKsystems, Inc."
10317755,China Telecom Corporation Limited
10317753,China Telecom Corporation Limited
10343976,Apple Inc.
10349621,Data First
10343974,Alphabet Inc.
10349869,LG Uplus Corp.
10349168,Yondr Group Holdings B.V.
10349870,LG Uplus Corp.
10340898,"T5 Data Centers, LLC"
10247501,"T5 Data Centers, LLC"
10317689,Alphabet Inc.
10317717,Alphabet Inc.
10341350,Yondr Group Holdings B.V.
10349736,Keppel DC REIT
10341258,PowerHouse Data Centers
10346074,"Amazon.com, Inc."
10346418,Microsoft Corporation
10184212,"DartPoints, LLC"
10346077,Microsoft Corporation
10341256,"Patrinely Group, LLC"
10235530,"STACK Infrastructure, Inc."
10340969,"Skybox Datacenters, LLC"
10346416,"Amazon.com, Inc."
10346523,"Lumen Technologies, Inc."
10317769,"China United Network Communications Group Co., Ltd."
10346065,Microsoft Corporation
10346519,DQE Holdings LLC
10183902,"Expedient Holdings USA, LLC"
10349147,PowerHouse Data Centers
10349730,Big Data Exchange
10346072,"Meta Platforms, Inc."
10346069,"Meta Platforms, Inc."
10341263,PowerHouse Data Centers
10339166,ISG Technology Inc.
10349631,Impulse Web
10349860,LG Uplus Corp.
10352507,"STACK Infrastructure, Inc."
10340966,Digital Crossroad
10346420,"Amazon.com, Inc."
10346425,Microsoft Corporation
10349659,Spectrum Software
10346091,"Meta Platforms, Inc."
10349729,"Vantage Data Centers Management Company, LLC"
10341244,"Digital Realty Trust, Inc."
10349728,Dyxnet Corporate Service Limited
10338382,Management Science Associates Inc.
10349857,"SK Broadband Co., Ltd."
10341236,"Digital Realty Trust, Inc."
10341241,"Digital Realty Trust, Inc."
10317322,China Telecom Corporation Limited
10338386,"pair Networks, Inc."
10339150,"First National Technology Solutions, Inc."
10349657,Spectranet Holdings Ltd.
10339154,Transformyx Inc.
10247349,NTT Global Data Centers Preparatory Corporation
10340986,"Iron Mountain Data Centers, LLC"
10346094,Alphabet Inc.
10346409,"Amazon.com, Inc."
10349634,Impulse Web
10346098,Alphabet Inc.
10317803,China Telecom Corporation Limited
10339161,"Cascade Divide Colo, Inc."
10340976,"Compass Datacenters, LLC"
10341252,"Aligned Data Centers (Phoenix), LLC"
10346081,Microsoft Corporation
10317319,China Telecom Corporation Limited
10346079,Microsoft Corporation
10349658,Spectranet Holdings Ltd.
10338373,"Lumen Technologies, Inc."
10317317,China Telecom Corporation Limited
10340872,"Amazon.com, Inc."
10184597,Oneneck It Solutions LLC
10349632,Impulse Web
10179963,Management Science Associates Inc.
10349858,"KT Cloud Co., Ltd."
10167348,NTT Global Data Centers Preparatory Corporation
10346088,Alphabet Inc.
10340983,"Digital Realty Trust, Inc."
10340980,"Compass Datacenters, LLC"
10349859,"KT Cloud Co., Ltd."
10167314,"VNET Group, Inc."
10349633,Impulse Web
10167315,"VNET Group, Inc."
10317771,"Guangzhou Boda Data Technology Co., Ltd."
10346086,"Amazon.com, Inc."
10191916,"QTS Realty Trust, LLC"
10259656,"Aligned Data Centers (Phoenix), LLC"
10346411,"Amazon.com, Inc."
10340863,"Amazon.com, Inc."
10338379,Management Science Associates Inc.
10317773,"Shenzhen Esin Technology Inc.,Ltd."
10341267,PowerHouse Data Centers
10226303,"DataBank Holdings, Ltd."
10340929,"TRC, Inc."
10317765,China Telecom Corporation Limited
10317308,"Guangzhou Boda Data Technology Co., Ltd."
10341859,Dynaworx
10344018,"Meta Platforms, Inc."
10179940,"Cogent Communications Holdings, Inc."
10056928,Mapletree Industrial Trust
10341290,Yondr Group Holdings B.V.
10259661,"Aligned Data Centers (Phoenix), LLC"
10344021,"Amazon.com, Inc."
10340908,Microsoft Corporation
10259660,"Aligned Data Centers (Phoenix), LLC"
10349864,KT Corporation
10349734,VADS Berhad
10088390,"Digital Realty Trust, Inc."
10340938,Comarch SA
10317805,GDS Holdings Limited
10344011,Microsoft Corporation
10317808,"Shanghai Data Solution Co., Ltd."
10340935,Alphabet Inc.
10186924,"Vantage Data Centers Management Company, LLC"
10349735,Awan Data Centre Pte. Ltd
10349662,Tulip Telecom Limited
10349626,Go4hosting
10339183,Uptyme Solutions Group
10088389,"Digital Realty Trust, Inc."
10111253,COPT Defense Properties
10111252,COPT Defense Properties
10081828,Mapletree Industrial Trust
10216862,"Equinix, Inc."
10340942,"Alpharetta DC, LLC"
10340918,Alphabet Inc.
10340922,Alphabet Inc.
10344013,Microsoft Corporation
10341297,Novva Data Centers
10341827,Harbour Centre
10246385,"DataBank Holdings, Ltd."
10341303,Novva Data Centers
10259384,Alphabet Inc.
10339171,"TierPoint, LLC"
10233907,NTT Global Data Centers Preparatory Corporation
10340508,NTT Global Data Centers Preparatory Corporation
10349660,Trijit Web Services
10349661,Tulip Telecom Limited
10317767,China Telecom Corporation Limited
10317766,China Telecom Corporation Limited
10346058,"Amazon.com, Inc."
10349630,Impulse Web
10346062,"Meta Platforms, Inc."
10341272,PowerHouse Data Centers
10340885,"Amazon.com, Inc."
10349861,"SK Broadband Co., Ltd."
10346429,Microsoft Corporation
10349731,Hong Kong Exchanges and Clearing Limited
10052947,Mapletree Industrial Trust
10338362,DQE Holdings LLC
10346516,"Cogent Communications Holdings, Inc."
10341273,"QTS Realty Trust, LLC"
10346060,"Meta Platforms, Inc."
10219287,CyrusOne Inc.
10317832,"VNET Group, Inc."
10340932,"Yamato System Development Co., Ltd."
10341278,"Sentinel Data Centers, LLC"
10181608,EdgeConneX
10036344,Mapletree Industrial Trust
10186852,eStruxture Data Centers Inc.
10344027,Microsoft Corporation
10344023,"Amazon.com, Inc."
10341283,"STACK Infrastructure, Inc."
10341287,"STACK Infrastructure, Inc."
10346436,Microsoft Corporation
10346438,Alphabet Inc.
10349733,Iadvantage Limited
10349628,"HNS Partners, LLC"
10346055,"Meta Platforms, Inc."
10344029,Microsoft Corporation
10339172,IC2Net
10346431,"Amazon.com, Inc."
10340891,"Amazon.com, Inc."
10338355,Bare Metal Pittsburgh
10338352,Ascent Data
10339178,Spacelink Corporation
10341281,"Sentinel Data Centers, LLC"
10317313,"China United Network Communications Group Co., Ltd."
10039314,Mapletree Industrial Trust
10004548,Mapletree Industrial Trust
10317311,"China United Network Communications Group Co., Ltd."
10349862,LG Uplus Corp.
10349863,"KT Cloud Co., Ltd."
10349732,NTT Global Data Centers Preparatory Corporation
10349629,Impulse Web
10346406,"Amazon.com, Inc."
10339229,Onepartner
10338411,"Fusion Connect, Inc."
10259535,"Cogent Communications Holdings, Inc."
10343563,"Meta Platforms, Inc."
10362074,"Cogent Communications Holdings, Inc."
10137975,Mapletree Industrial Trust
10341794,"Stream Data Centers, L.P."
10180282,COPT Defense Properties
10339348,"Compass Datacenters, LLC"
10341968,"Cologix, Inc."
10341797,"Stream Data Centers, L.P."
10340453,"Keihanshin Building Co., Ltd."
10317637,GDS Holdings Limited
10341807,"EdgeCore Internet Real Estate, LLC"
10349935,Reliance Communications Limited
10339318,"Cologix, Inc."
10339282,cloudHQ LLC
10362075,"Cogent Communications Holdings, Inc."
10259516,"Cogent Communications Holdings, Inc."
10341800,"Stream Data Centers, L.P."
10341803,"Vantage Data Centers Management Company, LLC"
10341972,Hypertec Group Inc.
10349796,Australian Pacific Data Centres Pty Ltd
10186849,eStruxture Data Centers Inc.
10339701,"Meta Platforms, Inc."
10259793,"Iron Mountain Data Centers, LLC"
10320442,"Iron Mountain Data Centers, LLC"
10349559,AIMS Data Centre Sdn Bhd
10341928,Albatros Informatique
10341783,
10340784,"Mitsui Knowledge Industry Co., Ltd."
10142952,COPT Defense Properties
