geoid,state,county_name,municipality_name,covered_any_year,covered_2period_FY17_FY24,covered_n_years,covered_balanced9,covered_gf_any_year,covered_gf_2period_FY17_FY24,covered_gf_n_years,fiscal_year_max
13211,GA,Morgan County,Morgan County Georgia,True,True,8,False,True,True,8,2025
13213,GA,Murray County,"Murray County, Georgia",True,False,6,False,True,False,6,2022
13215,GA,,"Consolidated Government of Columbus, Georgia",True,True,10,True,True,True,10,2025
13221,GA,Oglethorpe County,"Oglethorpe County, Georgia",True,False,1,False,True,False,1,2020
13223,GA,Paulding County,"Paulding County, Georgia",True,True,10,True,True,True,10,2025
13225,GA,Peach County,"PEACH COUNTY, GEORGIA",True,True,10,True,True,True,10,2025
13227,GA,Pickens County,"Pickens County, Georgia",True,True,8,False,True,True,8,2024
13231,GA,,"Pike County, Georgia",True,False,2,False,True,False,2,2022
13233,GA,Polk County,"Polk County, Georgia",True,False,3,False,True,False,3,2025
13235,GA,,"Pulaski County, Georgia",True,True,9,True,True,True,9,2024
13237,GA,Putnam County,"Putnam County, Georgia",True,False,5,False,True,False,5,2025
13241,GA,,"Rabun County, Georgia",True,True,10,True,True,True,10,2025
13243,GA,,"Randolph County, Georgia",True,True,8,False,True,True,8,2024
13245,GA,,Augusta Georgia,True,False,8,False,True,False,8,2023
13247,GA,Rockdale County,"Rockdale County, GA",True,True,9,True,True,True,9,2024
13251,GA,Screven County,"Screven County, Georgia",True,False,5,False,True,False,5,2022
13253,GA,Seminole County,"Seminole County, Georgia",True,False,1,False,True,False,1,2024
13255,GA,Spalding County,"Spalding County, Georgia",True,True,11,True,True,True,11,2026
13257,GA,Stephens County,Stephens County Georgia,True,True,10,True,True,True,10,2025
13259,GA,,Stewart County,True,False,3,False,True,False,3,2023
13261,GA,Sumter County,"Sumter County, Georgia",True,True,9,True,True,True,9,2025
13263,GA,,"Talbot County, Georgia",True,False,5,False,True,False,5,2025
13265,GA,,"Taliaferro County, Georgia",True,False,6,False,True,False,6,2024
13267,GA,Tattnall County,Tattnall County,True,False,5,False,True,False,5,2025
13269,GA,Taylor County,"Taylor County, Georgia",True,True,9,True,True,True,9,2024
13271,GA,,"Telfair County, Georgia",True,False,5,False,True,False,5,2023
13275,GA,Thomas County,"THOMAS COUNTY, GEORGIA",True,True,9,True,True,True,9,2024
13277,GA,Tift County,COUNTY OF WARE,True,False,5,False,True,False,5,2025
13279,GA,Toombs County,"Toombs County, Georgia",True,False,7,False,True,False,7,2024
13281,GA,Towns County,Towns County,True,False,6,False,True,False,6,2021
13283,GA,,"Treutlen County, Georgia",True,False,7,False,True,False,7,2022
13285,GA,Troup County,"Troup County, Georgia",True,True,9,True,True,True,9,2024
13287,GA,Turner County,"Turner County, Georgia",True,False,2,False,True,False,2,2023
13289,GA,Jones County,"Twiggs County, Georgia",True,False,4,False,True,False,4,2024
13291,GA,Union County,"UNION COUNTY, GEORGIA",True,True,9,True,True,True,9,2024
13293,GA,Upson County,"Upson County, Georgia",True,True,8,False,True,True,8,2024
13295,GA,Walker County,"WALKER COUNTY, GEORGIA",True,True,9,True,True,True,9,2024
13297,GA,Walton County,"Walton County, Georgia",True,True,9,True,True,True,9,2025
13299,GA,Ware County,"WARE COUNTY, GEORGIA",True,True,10,True,True,True,10,2025
13301,GA,Warren County,Warren County Board of  Education,True,False,4,False,True,False,3,2024
13303,GA,Washington County,"Washington County, Georgia",True,False,4,False,True,False,4,2024
13305,GA,WAYNE,"Wayne County, Georgia",True,True,5,False,True,True,5,2024
13309,GA,,"Wheeler County, Georgia",True,False,7,False,True,False,7,2023
13311,GA,,"White County, Georgia",True,True,10,True,True,True,10,2025
13313,GA,Whitfield County,"Whitfield County, Georgia",True,True,9,True,True,False,8,2024
13315,GA,,"Wilcox County, Georgia",True,True,10,True,True,True,10,2026
13317,GA,Wilkes County,"Wilkes County, Georgia",True,False,6,False,True,False,6,2025
13321,GA,Atkinson County,Atkinson County Board of Commissioners,True,True,8,False,True,True,8,2024
15001,HI,Hawaii County,County of Hawaii,True,True,4,False,True,True,4,2024
15003,HI,Honolulu County,City and County of Honolulu,True,True,9,True,True,True,9,2024
15007,HI,Kauai County,COUNTY OF KAUAI,True,True,8,False,True,True,8,2024
15009,HI,Maui County,COUNTY OF MAUI,True,True,8,False,True,True,3,2024
16001,ID,Ada County,"Ada County, Idaho",True,True,8,False,True,True,8,2024
16003,ID,,"Adams County, Idaho",True,False,2,False,True,False,2,2024
16005,ID,Bannock County,"Bannock County, Idaho",True,False,8,False,True,False,8,2023
16007,ID,Bear Lake County,Bear Lake County,True,False,1,False,True,False,1,2021
16009,ID,Benewah County,Benewah County,True,False,1,False,True,False,1,2022
16011,ID,Bingham County,"Bingham County, Idaho",True,False,1,False,True,False,1,2020
16013,ID,Blaine County,Blaine County,True,False,4,False,True,False,4,2024
16015,ID,,"Boise County, Idaho",True,False,7,False,True,False,7,2024
16017,ID,Bonner County,"Bonner County, Idaho",True,False,8,False,True,False,8,2024
16021,ID,Boundary County,COUNTY OF BOUNDARY,True,True,10,True,True,True,10,2025
16025,ID,,Camas County,True,False,1,False,True,False,1,2024
16027,ID,Canyon County,"CANYON COUNTY, IDAHO",True,True,10,True,True,True,10,2025
16031,ID,Cassia County,CASSIA COUNTY,True,True,10,True,True,False,9,2025
16035,ID,Clearwater County,"CLEARWATER COUNTY, STATE OF IDAHO",True,True,9,True,True,True,9,2024
16037,ID,Custer County,"Custer County, Idaho",True,False,1,False,True,False,1,2024
16039,ID,Elmore County,"Elmore County, Idaho",True,False,1,False,True,False,1,2024
16043,ID,Fremont County,Fremont County,True,False,3,False,True,False,3,2019
16045,ID,Gem County,Gem County,True,False,3,False,True,False,3,2023
16047,ID,Minidoka County,Minidoka County,True,False,5,False,True,False,5,2023
16049,ID,Idaho County,Idaho County,True,True,10,True,True,True,10,2025
16051,ID,Jefferson County,Jefferson County,True,False,3,False,True,False,3,2025
16053,ID,Jerome County,Jerome County,True,False,4,False,True,False,4,2024
16055,ID,Kootenai County,Kootenai County,True,True,9,True,True,True,9,2024
16057,ID,Latah County,"Latah County, Idaho",True,False,5,False,True,False,5,2024
16059,ID,Lemhi County,Lemhi County,True,False,3,False,True,False,3,2024
16063,ID,,COUNTY OF LINCOLN,True,False,3,False,True,False,3,2025
16069,ID,Nez Perce County,NEZ PERCE COUNTY,True,False,5,False,True,False,5,2024
16071,ID,,Oneida County,True,False,1,False,True,False,1,2023
16073,ID,,Owyhee County,True,False,8,False,True,False,8,2024
16075,ID,Payette County,Payette County,True,False,2,False,True,False,2,2024
16079,ID,,Shoshone County,True,True,8,False,True,True,8,2024
16083,ID,Twin Falls County,County of Twin Falls,True,False,5,False,True,False,5,2024
16085,ID,Valley County,"Valley County, Idaho",True,True,7,False,True,True,7,2024
16087,ID,Washington County,"WASHINGTON COUNTY, IDAHO",True,False,3,False,True,False,3,2024
17001,IL,Adams County,COUNTY OF ADAMS,True,True,9,True,True,True,9,2024
17005,IL,,Bond County,True,False,3,False,True,False,3,2023
17007,IL,Boone County,"BOONE COUNTY, ILLINOIS",True,True,9,True,True,True,9,2024
17011,IL,Bureau County,"Bureau County, Illinois",True,False,8,False,True,False,8,2023
17013,IL,Calhoun County,CALHOUN COUNTY,True,False,3,False,True,False,3,2025
17015,IL,,"SANGAMON COUNTY, ILLINOIS",True,True,8,False,True,True,8,2024
17017,IL,Cass County,"Cass County, Illinois",True,True,9,True,True,False,7,2024
17019,IL,Champaign County,"Champaign, County of",True,False,8,False,True,False,8,2023
17021,IL,Christian County,"Christian County, Illinois",True,False,1,False,True,False,1,2024
17023,IL,Clark County,Clark County,True,False,2,False,True,False,2,2024
17029,IL,Coles County,"Coles County, Illinois",True,True,9,True,True,True,9,2024
17031,IL,Cook County,"Cook County, Illinois",True,True,9,True,True,True,9,2024
17033,IL,Crawford County,Crawford County,True,False,5,False,True,False,5,2024
17037,IL,DeKalb County,DeKalb County,True,True,11,True,True,True,11,2026
17039,IL,De Witt County,Dewitt County,True,False,1,False,True,False,1,2022
17041,IL,,Douglas County,True,False,3,False,True,False,3,2024
17043,IL,DuPage County,"DUPAGE COUNTY, ILLINOIS",True,True,9,True,True,True,9,2024
17045,IL,Edgar County,Edgar County,True,False,3,False,True,False,3,2022
17049,IL,Effingham County,EFFINGHAM COUNTY,True,False,7,False,True,False,7,2024
17051,IL,,County of Fayette Illinois,True,False,6,False,True,False,5,2021
17053,IL,Ford County,Ford County,True,False,1,False,True,False,1,2022
17055,IL,Franklin County,Franklin County Government,True,False,5,False,True,False,5,2024
17057,IL,Fulton County,COUNTY OF FULTON,True,True,10,True,True,False,9,2025
17061,IL,Greene County,"GREENE COUNTY, ILLINOIS",True,False,5,False,True,False,5,2024
17065,IL,Hamilton County,"Hamilton County, Illinois",True,False,2,False,True,False,2,2021
17067,IL,Hancock County,"HANCOCK COUNTY, ILLINOIS",True,False,6,False,True,False,6,2024
17073,IL,Henry County,Henry County,True,True,9,True,True,True,9,2024
17075,IL,Iroquois County,"IROQUOIS COUNTY, ILLINOIS",True,False,4,False,True,False,4,2023
17077,IL,,"Jackson County, IL",True,False,4,False,True,False,4,2024
17079,IL,,Jasper County,True,False,4,False,True,False,4,2024
17081,IL,Jefferson County,JEFFERSON COUNTY,True,False,5,False,True,False,5,2024
17085,IL,Jo Daviess County,"Jo Daviess County, Illinois",True,False,2,False,True,False,2,2021
17089,IL,Kane County,Kane County,True,True,10,True,True,True,10,2025
17091,IL,Kankakee County,"KANKAKEE COUNTY, ILLINOIS",True,True,9,True,True,True,9,2024
17093,IL,Kendall County,"COUNTY OF KENDALL, IL",True,True,9,True,True,True,9,2024
17095,IL,Knox County,COUNTY OF KNOX,True,False,8,False,True,False,8,2025
17097,IL,Lake County,"Lake County, Illinois",True,False,5,False,True,False,5,2025
17099,IL,LaSalle County,COUNTY OF LASALLE,True,True,10,True,True,True,10,2025
17103,IL,Lee County,County of Lee,True,True,9,True,True,True,9,2024
17105,IL,Livingston County,Livingston County,True,False,5,False,True,False,5,2024
17107,IL,Logan County,"LOGAN, COUNTY OF",True,False,9,True,True,False,9,2025
17109,IL,McDonough County,"Mcdonough County, Illinois",True,False,4,False,True,False,4,2022
17113,IL,McLean County,"McLean County, Illinois",True,True,7,False,True,True,7,2024
17115,IL,Macon County,"Macon County, Illinois",True,True,9,True,True,True,9,2024
17117,IL,Macoupin County,Macoupin County,True,False,2,False,True,False,2,2024
17119,IL,Madison County,MADISON COUNTY,True,True,9,True,True,True,9,2024
17121,IL,Marion County,MARION COUNTY,True,False,1,False,True,False,1,2022
17123,IL,,Marshall County,True,False,1,False,True,False,1,2022
17125,IL,Mason County,"Mason County, Illinois",True,False,4,False,True,False,4,2023
17129,IL,Menard County,"Menard County, Illinois",True,False,5,False,True,False,5,2023
17131,IL,,MERCER COUNTY,True,False,5,False,True,False,5,2023
17133,IL,Monroe County,Monroe County Illinois,True,False,5,False,True,False,5,2023
17135,IL,Montgomery County,"Montgomery County, Il",True,False,6,False,True,False,6,2024
17137,IL,Morgan County,"MORGAN COUNTY, ILLINOIS",True,True,8,False,True,True,8,2024
17141,IL,Ogle County,Ogle County,True,True,9,True,True,True,9,2025
17143,IL,Peoria County,Peoria County,True,True,9,True,True,True,9,2024
17145,IL,Perry County,PERRY COUNTY,True,False,6,False,True,False,6,2025
17147,IL,Piatt County,"Piatt County, Illinois",True,False,3,False,True,False,3,2024
17149,IL,Pike County,"Pike County, Illinois",True,False,1,False,True,False,1,2020
17157,IL,Randolph County,"Randolph County, Illinois",True,False,3,False,True,False,3,2022
17159,IL,Richland County,Richland County Illinois,True,False,1,False,True,False,1,2022
17161,IL,Rock Island County,"Rock Island County, Illinois",True,True,10,True,True,True,10,2025
17163,IL,,St Clair County Illinois,True,False,2,False,True,False,2,2020
17165,IL,,"Saline County, Illinois",True,False,2,False,True,False,2,2023
17169,IL,Schuyler County,Schuyler County,True,False,1,False,True,False,1,2022
17171,IL,Scott County,County of Scott,True,False,2,False,True,False,2,2022
17173,IL,Shelby County,County of Shelby,True,False,5,False,True,False,5,2023
17177,IL,Stephenson County,STEPHENSON COUNTY,True,True,8,False,True,True,8,2024
17179,IL,,"tazewell county, illinois",True,True,9,True,True,True,9,2024
17183,IL,Vermilion County,vermilion county,True,True,9,True,True,True,9,2024
17185,IL,Wabash County,WABASH COUNTY,True,False,1,False,True,False,1,2021
17187,IL,Warren County,WARREN COUNTY,True,True,8,False,True,False,7,2024
17193,IL,White County,"White County, Illinois",True,False,1,False,True,False,1,2022
17195,IL,Whiteside County,WHITESIDE COUNTY,True,True,10,True,True,True,10,2025
17197,WI,McHenry County,McHenry County,True,True,9,True,True,True,9,2024
17199,IL,Williamson County,Williamson County Government,True,False,2,False,True,False,2,2022
17201,IL,Winnebago County,"COUNTY OF WINNEBAGO, ILLINOIS",True,True,10,True,True,True,10,2025
17203,IL,Woodford County,"woodford county, illinois",True,False,5,False,True,False,4,2025
18003,IN,Allen County,Allen County,True,True,8,False,True,True,8,2024
18019,IN,Clark County,CLARK COUNTY,True,False,4,False,True,False,4,2024
18035,IN,Delaware County,Delaware County,True,False,5,False,True,False,5,2024
18039,IN,Elkhart County,Elkhart County,True,False,6,False,True,False,6,2024
18057,IN,Hamilton County,Hamilton County,True,True,9,True,True,True,9,2024
18063,IN,Hendricks County,Hendricks County,True,False,6,False,True,False,6,2024
18081,IN,Johnson County,Johnson County,True,False,6,False,True,False,5,2024
18089,IN,Lake County,Lake County,True,False,2,False,True,False,2,2021
18091,IN,LaPorte County,Laporte County,True,False,2,False,True,False,2,2020
18095,IN,,Madison County Indiana,True,False,6,False,True,False,6,2024
18105,IN,Monroe County,Monroe County,True,False,6,False,True,False,6,2024
18127,IN,Porter County,Porter County,True,False,5,False,True,False,5,2024
18133,IN,Marion County,"Marion County, Indiana",True,False,8,False,True,False,8,2023
18141,IN,St. Joseph County,St. Joseph County,True,False,6,False,True,False,6,2024
18157,IN,Tippecanoe County,Tippecanoe County,True,False,6,False,True,False,6,2024
18163,IN,Vanderburgh County,VANDERBURGH COUNTY,True,False,6,False,True,False,6,2024
18167,IN,Vigo County,Vigo County,True,False,4,False,True,False,4,2022
19001,IA,ADAIR,ADAIR COUNTY,True,True,10,True,True,True,10,2025
19003,IA,Adams County,"Adams County, Iowa",True,False,6,False,True,False,6,2021
19005,IA,Allamakee County,Allamakee County,True,True,10,True,True,True,10,2025
19007,IA,,"Appanoose County, Iowa",True,True,10,True,True,True,10,2025
19011,IA,Benton County,Benton County,True,True,10,True,True,True,10,2025
19013,IA,Black Hawk County,Black Hawk County,True,True,10,True,True,True,10,2025
19017,IA,BREMER,"Bremer County, Iowa",True,False,7,False,True,False,7,2025
19019,IA,Buchanan County,Buchanan County,True,True,10,True,True,True,10,2025
19021,IA,Buena Vista County,Buena Vista County,True,False,8,False,True,False,8,2025
19023,IA,,"Butler County, Iowa",True,True,9,True,True,True,9,2024
19025,IA,,"Calhoun County, Iowa",True,False,7,False,True,False,7,2024
19029,IA,,"Cass County, Iowa",True,True,7,False,True,True,7,2024
19031,IA,Cedar County,"Cedar County, Iowa",True,False,8,False,True,False,8,2025
19033,IA,Cerro Gordo County,Cerro Gordo County,True,True,10,True,True,True,10,2025
19035,IA,CHEROKEE,CHEROKEE COUNTY,True,True,9,True,True,True,9,2025
19037,IA,,"Chickasaw County, Iowa",True,True,10,True,True,True,10,2025
19039,IA,,CLARKE COUNTY,True,False,8,False,True,False,8,2023
19041,IA,,"Clay County, Iowa",True,True,9,True,True,True,9,2025
19043,IA,Clayton County,CLAYTON COUNTY,True,True,10,True,True,True,10,2025
19045,IA,Clinton County,"Clinton County, Iowa",True,False,7,False,True,False,7,2024
19047,IA,CRAWFORD,"Crawford County, Iowa",True,True,8,False,True,True,8,2024
19049,IA,Dallas County,Dallas County,True,True,10,True,True,True,10,2025
19051,IA,Davis County,"Davis County, Iowa",True,True,9,True,True,True,9,2025
19053,IA,,"Decatur County, Iowa",True,True,9,True,True,True,9,2024
19055,IA,Delaware County,Delaware County,True,True,9,True,True,True,9,2024
19057,IA,Des Moines County,"Des Moines County, Iowa",True,False,7,False,True,False,7,2024
19059,IA,Dickinson County,Dickinson County,True,True,10,True,True,True,10,2025
19061,IA,Dubuque County,"Dubuque County, Iowa",True,True,10,True,True,True,10,2025
19063,IA,,"Emmet County, Iowa",True,False,8,False,True,False,8,2025
19065,IA,Fayette County,FAYETTE COUNTY,True,True,9,True,True,True,9,2025
19067,IA,Floyd County,County of Floyd,True,True,10,True,True,True,10,2025
19069,IA,,Franklin County,True,True,10,True,True,True,10,2025
19071,IA,,Fremont County Iowa,True,True,7,False,True,True,7,2024
19073,IA,Greene County,Greene County,True,False,3,False,True,False,3,2024
19075,IA,GRUNDY,GRUNDY COUNTY,True,True,10,True,True,True,10,2025
19077,IA,,"Guthrie County, Iowa",True,True,9,True,True,True,9,2024
19079,IA,HAMILTON,"HAMILTON COUNTY, IOWA",True,True,10,True,True,True,10,2025
19083,IA,Hardin County,Hardin County,True,True,6,False,True,True,6,2025
19085,IA,,HARRISON COUNTY,True,True,9,True,True,True,9,2024
19087,IA,Henry County,"Henry County, Iowa",True,True,8,False,True,True,8,2024
19089,IA,Howard County,County of Howard,True,True,10,True,True,True,10,2025
19091,IA,,"Humboldt County, Iowa",True,True,10,True,True,True,10,2025
19093,IA,,"Ida County, Iowa",True,True,10,True,True,True,10,2025
19095,IA,,Iowa County,True,True,9,True,True,True,9,2024
19097,IA,Jackson County,Jackson County,True,True,8,False,True,True,8,2024
19099,IA,Jasper County,Jasper County,True,True,6,False,True,True,6,2024
19101,IA,Jefferson County,"Jefferson County, Iowa",True,False,7,False,True,False,7,2024
19103,IA,Johnson County,"JOHNSON COUNTY, IOWA",True,False,8,False,True,False,8,2023
19105,IA,Jones County,Jones County,True,True,10,True,True,True,10,2025
19107,IA,Keokuk County,"Keokuk County, Iowa",True,False,5,False,True,False,5,2024
19109,IA,Kossuth County,Kossuth County,True,True,8,False,True,True,8,2025
19111,IA,Lee County,Lee County,True,True,10,True,True,True,10,2025
19113,IA,Linn County,Linn County,True,True,10,True,True,True,10,2025
19115,IA,,Louisa County,True,True,10,True,True,True,10,2025
19117,IA,Lucas County,LUCAS COUNTY,True,True,9,True,True,True,9,2024
19119,IA,,"Lyon County, Iowa",True,True,6,False,True,True,6,2024
19121,IA,MADISON,MADISON COUNTY,True,False,7,False,True,False,7,2022
19125,IA,MARION,Marion County,True,True,9,True,True,True,9,2024
19127,IA,Marshall County,Marshall County,True,False,4,False,True,False,4,2024
19129,IA,,Mills County,True,True,9,True,True,True,9,2024
19131,IA,,"Mitchell County, Iowa",True,False,2,False,True,False,2,2025
19133,IA,Monona County,Monona County,True,False,9,True,True,False,9,2025
19135,IA,Monroe County,Monroe County,True,True,9,True,True,True,9,2024
19137,IA,Montgomery County,Montgomery County,True,True,9,True,True,True,9,2024
19139,IA,Muscatine County,Muscatine County,True,True,10,True,True,True,10,2025
19141,IA,O'Brien County,O'brien County,True,True,9,True,True,True,9,2024
19143,IA,,"Osceola County, Iowa",True,True,9,True,True,True,9,2024
19145,IA,Page County,Page County,True,True,9,True,True,True,9,2024
19147,IA,Palo Alto County,Palo Alto County,True,True,10,True,True,True,10,2025
19149,IA,Plymouth County,"Plymouth County, Iowa",True,False,8,False,True,False,8,2025
19151,IA,,"Pocahontas County, Iowa",True,True,9,True,True,True,9,2024
19153,IA,Polk County,"Polk County, Iowa",True,True,10,True,True,True,10,2025
19155,IA,POTTAWATTAMIE,POTTAWATTAMIE COUNTY,True,False,4,False,True,False,4,2025
19157,IA,Poweshiek County,Poweshiek County,True,True,8,False,True,True,8,2024
19161,IA,,"Sac County, Iowa",True,True,9,True,True,True,9,2025
19163,IA,Scott County,"County of Scott, Iowa",True,False,9,True,True,False,8,2025
19165,IA,,"Shelby County, Iowa",True,True,6,False,True,True,6,2024
19167,IA,Sioux County,SIOUX COUNTY IOWA,True,False,7,False,True,False,7,2025
19169,IA,Story County,Story County,True,True,10,True,True,True,10,2025
19171,IA,Tama County,Tama County,True,True,8,False,True,False,7,2025
19173,IA,TAYLOR,TAYLOR COUNTY,True,True,10,True,True,True,10,2025
19175,IA,Union County,Union County,True,True,10,True,True,True,10,2025
19177,IA,,"Van Buren County, Iowa",True,False,5,False,True,False,5,2021
19179,IA,Wapello County,"Wapello County, Iowa",True,False,7,False,True,False,7,2024
19181,IA,Warren County,Warren County,True,True,9,True,True,True,9,2024
19183,IA,Washington County,Washington County,True,True,9,True,True,True,9,2024
19185,IA,,"Wayne County, Iowa",True,True,9,True,True,True,9,2024
19187,IA,Webster County,Webster County,True,True,9,True,True,True,9,2024
19189,IA,,"Winnebago County, Iowa",True,True,10,True,True,True,10,2025
19191,IA,Winneshiek County,WINNESHIEK COUNTY,True,True,10,True,True,True,10,2025
19193,IA,Woodbury County,"WOODBURY COUNTY, IOWA",True,True,9,True,True,True,9,2024
19195,IA,,"Worth County, Iowa",True,True,10,True,True,True,10,2025
19197,IA,,Wright County,True,True,9,True,True,True,9,2025
20015,KS,Butler County,"Butler County, Kansas",True,False,1,False,True,False,1,2019
20047,KS,,Edwards County,True,False,1,False,True,False,1,2024
20055,KS,,"Finney County, Kansas",True,False,1,False,True,False,1,2023
20057,KS,,"Ford County, Kansas",True,False,1,False,True,False,1,2024
20091,KS,Johnson County,"Johnson County, Kansas",True,True,9,True,True,True,9,2024
20113,KS,McPherson County,"County of Mcpherson, Kansas",True,False,1,False,True,False,1,2020
20125,KS,Wyandotte County,"Unified Government of Wyandotte County and Kansas City, Kansas",True,True,9,True,True,True,9,2024
20173,KS,Sedgwick County,"Sedgwick County, KS",True,True,10,True,True,True,10,2025
21001,KY,,ADAIR COUNTY FISCAL COURT,True,False,1,False,True,False,1,2022
21007,KY,,Ballard County Fiscal Court,True,False,1,False,True,False,1,2023
21011,KY,,Bath County Fiscal Court,True,False,1,False,True,False,1,2022
21013,KY,,BELL COUNTY FISCAL COURT,True,False,3,False,True,False,3,2022
21015,KY,,BOONE COUNTY FISCAL COURT,True,False,8,False,True,False,8,2025
21019,KY,,BOYD COUNTY BOARD EDUCATION,True,True,10,True,True,False,9,2025
21029,KY,,Bullitt County Fiscal Court,True,False,3,False,True,False,3,2023
21037,KY,,Campbell County Fiscal Court,True,True,6,False,True,True,6,2024
21043,KY,,CARTER COUNTY FISCAL COURT,True,False,2,False,True,False,2,2024
21045,KY,,CASEY COUNTY FISCAL COURT,True,False,1,False,True,False,1,2022
21059,KY,,DAVIESS COUNTY FISCAL COURT,True,False,6,False,True,False,6,2024
21069,KY,,Fleming County Fiscal Court,True,False,1,False,True,False,1,2024
21071,KY,,FLOYD COUNTY FISCAL COURT,True,False,5,False,True,False,5,2023
21073,KY,,FRANKLIN COUNTY FISCAL COURT,True,False,3,False,True,False,3,2022
21081,KY,,Grant County Fiscal Court,True,False,2,False,True,False,2,2024
21085,KY,,Grayson County Fiscal Court,True,False,3,False,True,False,3,2024
21087,KY,,Green County Fiscal Court,True,False,1,False,True,False,1,2022
21093,KY,,Hardin County Fiscal Court,True,False,5,False,True,False,5,2025
21095,KY,,Harlan County Fiscal Court,True,False,4,False,True,False,4,2023
21099,KY,,Hart County Fiscal Court,True,False,3,False,True,False,3,2023
21115,KY,,JOHNSON COUNTY FISCAL COURT,True,False,6,False,True,False,6,2024
21117,KY,,Kenton County Fiscal Court,True,True,8,False,True,True,8,2025
21125,KY,,Laurel County Fiscal Court,True,False,1,False,True,False,1,2023
21127,KY,,Lawrence County Fiscal Court,True,False,3,False,True,False,3,2023
21135,KY,,LEWIS COUNTY FISCAL COURT,True,False,2,False,True,False,2,2023
21145,KY,,MCCRACKEN COUNTY FISCAL COURT,True,False,3,False,True,False,3,2023
21147,KY,,McCreary County Fiscal Court,True,False,4,False,True,False,4,2024
21151,KY,,Madison County Fiscal Court,True,False,5,False,True,False,5,2024
21169,KY,,METCALFE COUNTY FISCAL COURT,True,False,2,False,True,False,2,2023
21175,KY,,MORGAN COUNTY FISCAL COURT,True,False,2,False,True,False,2,2024
21177,KY,,MUHLENBERG COUNTY FISCAL COURT,True,False,4,False,True,False,4,2024
21183,KY,,OHIO COUNTY FISCAL COURT,True,False,5,False,True,False,5,2024
21189,KY,,OWSLEY COUNTY FISCAL COURT,True,False,1,False,True,False,1,2022
21195,KY,,PIKE COUNTY FISCAL COURT,True,False,7,False,True,False,7,2024
21197,KY,,Powell County Fiscal Court,True,False,3,False,True,False,3,2023
21205,KY,,ROWAN COUNTY FISCAL COURT-EIN NOTED,True,False,1,False,True,False,1,2021
21209,KY,,Scott County Fiscal Court,True,False,4,False,True,False,4,2024
21211,KY,,SHELBY COUNTY FISCAL COURT,True,False,2,False,True,False,2,2023
21233,KY,,Webster County Fiscal Court,True,False,1,False,True,False,1,2022
21235,KY,,WHITLEY COUNTY FISCAL COURT,True,False,4,False,True,False,4,2023
21239,KY,,Woodford County Fiscal Court,True,False,2,False,True,False,2,2023
22001,LA,,Acadia Parish Police Jury,True,True,7,False,True,True,7,2024
22003,LA,,ALLEN PARISH POLICE JURY,True,False,3,False,True,False,3,2022
22005,LA,,Ascension Parish Government,True,False,7,False,True,False,7,2024
22007,LA,,Assumption Parish Police Jury,True,True,7,False,True,True,7,2024
22009,LA,,Avoyelles Parish Police Jury,True,True,9,True,True,True,9,2024
22013,LA,,BIENVILLE PARISH POLICE JURY,True,False,1,False,True,False,1,2022
22015,LA,,BOSSIER PARISH POLICE JURY,True,True,9,True,True,True,9,2024
22019,LA,,Calcasieu Parish Police Jury,True,True,9,True,True,True,9,2024
22021,LA,,CALDWELL PARISH POLICE JURY,True,False,7,False,True,False,7,2023
22023,LA,,CAMERON PARISH POLICE JURY,True,False,1,False,True,False,1,2020
22025,LA,,"Catahoula Parish, Louisiana",True,False,8,False,True,False,8,2023
22027,LA,,CLAIBORNE PARISH POLICE JURY,True,False,1,False,True,False,1,2018
22029,LA,,CONCORDIA PARISH POLICE JURY,True,False,3,False,True,False,3,2024
22035,LA,,East Carroll Parish Police Jury,True,False,5,False,True,False,5,2022
22037,LA,,EAST FELICIANA PARISH POLICE JURY,True,False,3,False,True,False,3,2024
22039,LA,,Evangeline Parish Police Jury,True,True,9,True,True,True,9,2024
22041,LA,,FRANKLIN PARISH POLICE JURY,True,False,3,False,True,False,3,2023
22043,LA,,GRANT PARISH POLICE JURY,True,True,9,True,True,True,9,2024
22045,LA,,IBERIA PARISH GOVERNMENT,True,True,9,True,True,True,9,2024
22047,LA,,Iberville Parish Government,True,True,9,True,True,True,9,2024
22051,LA,,Jefferson Parish,True,True,9,True,True,True,9,2024
22053,LA,,Jefferson Davis Parish Police Jury,True,False,8,False,True,False,8,2023
22057,LA,,LAFOURCHE PARISH GOVERNMENT,True,True,9,True,True,True,9,2024
22059,LA,,LaSalle Parish Police Jury,True,False,1,False,True,False,1,2024
22061,LA,,"Lincoln Parish, Louisiana",True,True,6,False,True,True,6,2024
22063,LA,,LIVINGSTON PARISH COUNCIL,True,True,8,False,True,True,8,2024
22065,LA,,MADISON PARISH POLICE JURY,True,True,9,True,True,True,9,2024
22067,LA,,"Morehouse Parish, Louisiana",True,False,6,False,True,False,6,2023
22069,LA,,Natchitoches Parish Government,True,True,9,True,True,True,9,2024
22073,LA,,OUACHITA PARISH POLICE JURY,True,True,9,True,True,True,9,2024
22075,LA,,Plaquemines Parish Government,True,True,9,True,True,True,9,2024
22077,LA,,Pointe Coupee Parish Government,True,True,8,False,True,True,8,2024
22079,LA,,Rapides Parish Police Jury,True,True,9,True,True,True,9,2024
22081,LA,,RED RIVER PARISH POLICE JURY,True,True,7,False,True,True,7,2024
22083,LA,,RICHLAND PARISH POLICE JURY,True,False,3,False,True,False,3,2024
