pid,provider
10341975,DC BLOX Inc.
10338292,China Telecom Corporation Limited
10338290,China Telecom Corporation Limited
10341992,"QTS Realty Trust, LLC"
10349651,Reliance Communications Limited
10349652,Ricoh
10349492,Telstra Group Limited
10341988,"QTS Realty Trust, LLC"
10338299,China Telecom Corporation Limited
10338906,"Suzhou SuTuo Communication Technology Co.,Ltd."
10338909,TefaQianxi
10343749,"Meta Platforms, Inc."
10343751,"Amazon.com, Inc."
10341982,
10341980,AUBix
10346110,China Mobile Limited
10343756,Apple Inc.
10343767,Microsoft Corporation
10185574,Sify Technologies Limited
10338918,Tianfu Cloud
10320630,China Telecom Corporation Limited
10338920,Tianfu Cloud
10340257,Microsoft Corporation
10343770,"Amazon.com, Inc."
10341963,DC BLOX Inc.
10349488,TPG Telecom Limited
10341959,DC BLOX Inc.
10338924,Tianfu Cloud
10346102,Business System Telehouse
10349489,TPG Telecom Limited
10320633,China Telecom Corporation Limited
10320644,China Telecom Corporation Limited
10349655,ServerNet
10349491,Telstra Group Limited
10349490,PT. Telekomunikasi Indonesia International
10338916,Tianfu Cloud
10346109,Centerinform
10341971,DC BLOX Inc.
10346104,Caravan
10343760,"Meta Platforms, Inc."
10346397,Plusinfo
10320642,China Telecom Corporation Limited
10320639,China Telecom Corporation Limited
10343762,"Amazon.com, Inc."
10343764,"Amazon.com, Inc."
10185576,Sify Technologies Limited
10185577,Sify Technologies Limited
10341970,DC BLOX Inc.
10341966,DC BLOX Inc.
10320636,China Telecom Corporation Limited
10346394,Plus communications
10349361,"QTS Realty Trust, LLC"
10343746,Microsoft Corporation
10338301,China Telecom Corporation Limited
10338313,China Telecom Corporation Limited
10349645,NetGains Technologies
10259716,"DataBank Holdings, Ltd."
10338890,"Sino-Ocean Capital Co., Ltd."
10343728,Microsoft Corporation
10342024,"Vantage Data Centers Management Company, LLC"
10338895,SmartNetLink
10338315,China Telecom Corporation Limited
10342022,"Vantage Data Centers Management Company, LLC"
10338317,China Telecom Corporation Limited
10342043,DC BLOX Inc.
10343722,"Amazon.com, Inc."
10349643,Net 4 India Limited
10338881,"Sino-Ocean Capital Co., Ltd."
10342039,DC BLOX Inc.
10342037,DC BLOX Inc.
10342035,DC BLOX Inc.
10338884,"Sino-Ocean Capital Co., Ltd."
10338888,"Sino-Ocean Capital Co., Ltd."
10346120,Contell
10349644,Net 4 India Limited
10349497,Ultra Serve Internet Pty Ltd
10349496,Ultra Serve Internet Pty Ltd
10346384,Peter-Service
10343724,Microsoft Corporation
10343726,Microsoft Corporation
10259717,"DataBank Holdings, Ltd."
10349646,NetGains Technologies
10346113,Complete
10338306,China Telecom Corporation Limited
10341999,
10349650,Reliance Communications Limited
10343738,"Meta Platforms, Inc."
10341997,"Edged Energy, LLC"
10341994,"QTS Realty Trust, LLC"
10346391,Planetahost
10349494,Telstra Group Limited
10349493,Telstra Group Limited
10338902,"Suzhou SuTuo Communication Technology Co.,Ltd."
10338304,China Telecom Corporation Limited
10338899,"Suzhou SuTuo Communication Technology Co.,Ltd."
10346119,Oyster Telecom
10346115,Comstar One Ltd
10343732,"Meta Platforms, Inc."
10342018,"Compass Datacenters, LLC"
10346387,PeterStar
10349495,TraiTel Telecommunications
10340397,"Japan Exchange Group, Inc."
10346389,
10338311,China Telecom Corporation Limited
10338309,China Telecom Corporation Limited
10343744,"Amazon.com, Inc."
10342014,"Compass Datacenters, LLC"
10349647,Rackbank Datacenters Private Limited
10340216,"Amazon.com, Inc."
10338896,SmartNetLink
10338897,SmartNetLink
10342010,
10342007,
10342002,
10349648,Reliance Communications Limited
10349649,Reliance Communications Limited
10343734,"Meta Platforms, Inc."
10349629,Impulse Web
10343679,"Meta Platforms, Inc."
10343118,"Compass Datacenters, LLC"
10343114,"Compass Datacenters, LLC"
10338730,"Guangzhou Zituo Technology Co., Ltd."
10343083,"Amazon.com, Inc."
10320311,"China United Network Communications Group Co., Ltd."
10187106,CtrlS Datacenters Ltd.
10343120,"Compass Datacenters, LLC"
10110894,"Equinix, Inc."
10338320,ChinData Group
10319810,ChinData Group
10320536,"China United Network Communications Group Co., Ltd."
10343128,"Compass Datacenters, LLC"
10338722,"Guangzhou Zituo Technology Co., Ltd."
10343626,Alphabet Inc.
10338725,"Guangzhou Zituo Technology Co., Ltd."
10346171,Exchange Data Center
10343125,"Compass Datacenters, LLC"
10187102,CtrlS Datacenters Ltd.
10187104,CtrlS Datacenters Ltd.
10349517,"NTT DOCOMO BUSINESS, Inc."
10343123,"Compass Datacenters, LLC"
10343112,"Compass Datacenters, LLC"
10343095,"Compass Datacenters, LLC"
10343092,"Compass Datacenters, LLC"
10338742,Princeton Digital Group (Singapore) Pte. Limited
10259387,Alphabet Inc.
10343088,"The Peterson Companies, LLC"
10062550,"Digital Realty Trust, Inc."
10320614,"China United Network Communications Group Co., Ltd."
10320641,"China United Network Communications Group Co., Ltd."
10338733,"Shenzhen Powerleader Technology Co., Ltd."
10349377,"Compass Datacenters, LLC"
10346167,eServer.ru
10349609,"LG CNS Co., Ltd."
10167210,Global Switch Holdings Limited
10349516,GDS Holdings Limited
10343108,"Compass Datacenters, LLC"
10343629,Microsoft Corporation
10343631,Microsoft Corporation
10346352,Mobile TeleSystems India
10346354,Mobile TeleSystems India
10343105,"Compass Datacenters, LLC"
10338736,"Shenzhen Powerleader Technology Co., Ltd."
10338738,"Shenzhen Powerleader Technology Co., Ltd."
10346165,eServer.ru
10343101,"Compass Datacenters, LLC"
10343098,"Compass Datacenters, LLC"
10349611,"LG CNS Co., Ltd."
10346162,Eltel CJSC
10349610,"LG CNS Co., Ltd."
10167501,"QTS Realty Trust, LLC"
10349378,"QTS Realty Trust, LLC"
10349603,PROEN Corp Public Company Limited
10343157,"QTS Realty Trust, LLC"
10346181,Filanco
10338702,"Guangzhou Zituo Technology Co., Ltd."
10247333,NTT Global Data Centers Preparatory Corporation
10346184,First Private Data Center
10343606,"Amazon.com, Inc."
10346340,Mobile TeleSystems India
10346342,Mobile TeleSystems India
10343173,"QTS Realty Trust, LLC"
10349600,Towngas Smart Energy Company Limited
10338336,"Sichuan Chuanxi Data Industry Co., Ltd."
10343169,"QTS Realty Trust, LLC"
10338334,"Sichuan Chuanxi Data Industry Co., Ltd."
10349519,NTT Global Data Centers Preparatory Corporation
10167326,NTT Global Data Centers Preparatory Corporation
10349379,"QTS Realty Trust, LLC"
10338692,Li Ang Data
10343608,"Amazon.com, Inc."
10343613,"Amazon.com, Inc."
10343165,"QTS Realty Trust, LLC"
10349601,Grand Ming Group Holdings Limited
10349602,"KIRZ Co., Ltd."
10338694,Li Ang Data
10338698,Li Ang Data
10343163,"QTS Realty Trust, LLC"
10343615,"Amazon.com, Inc."
10338326,ChinData Group
10349518,NTT Global Data Centers Preparatory Corporation
10346174,fasternet.ru
10343138,"QTS Realty Trust, LLC"
10343137,"QTS Realty Trust, LLC"
10343133,"QTS Realty Trust, LLC"
10338716,"Guangzhou Zituo Technology Co., Ltd."
10338717,"Guangzhou Zituo Technology Co., Ltd."
10349607,"KINX, Inc."
10349608,LG Uplus Corp.
10343621,"Amazon.com, Inc."
10259382,Alphabet Inc.
10346349,Mobile TeleSystems India
10343142,"QTS Realty Trust, LLC"
10349606,"Data Canopy Colocation, LLC"
10338332,ChinData Group
10338328,ChinData Group
10343154,"QTS Realty Trust, LLC"
10338704,"Guangzhou Zituo Technology Co., Ltd."
10343151,"QTS Realty Trust, LLC"
10349604,"True Internet Data Center Co., LTD."
10343149,"QTS Realty Trust, LLC"
10343130,"Compass Datacenters, LLC"
10338709,"Guangzhou Zituo Technology Co., Ltd."
10346344,Mobile TeleSystems India
10346347,Mobile TeleSystems India
10343617,"Amazon.com, Inc."
10343619,"Amazon.com, Inc."
10247330,NTT Global Data Centers Preparatory Corporation
10247329,NTT Global Data Centers Preparatory Corporation
10346179,Filanco
10346177,Filanco
10343147,"QTS Realty Trust, LLC"
10343144,"QTS Realty Trust, LLC"
10349605,"True Internet Data Center Co., LTD."
10338712,"Guangzhou Zituo Technology Co., Ltd."
10349612,"LG CNS Co., Ltd."
10343085,"The Peterson Companies, LLC"
10343664,Alphabet Inc.
10320333,China Telecom Corporation Limited
10343666,"Meta Platforms, Inc."
10342175,"ARK Data Centers, LLC"
10338795,"Runxun Data Co., Ltd."
10338790,"Runxun Data Co., Ltd."
10349510,Wired-Media PTE LTD
10320378,China Telecom Corporation Limited
10343655,"Amazon.com, Inc."
10320351,China Telecom Corporation Limited
10342184,"Cologix, Inc."
10338784,"Runxun Data Co., Ltd."
10349622,Data Galaxy
10349623,"DTS-NET, LLC"
10338786,"Runxun Data Co., Ltd."
10343658,Microsoft Corporation
10343661,"Meta Platforms, Inc."
10342181,"Aureon Network Services, Inc."
10342178,Enseva
10349511,Webzilla Inc.
10349624,ESDS Software Solution Limited
10349509,Wharf T&T Outsourcing Services Limited
10320209,China Telecom Corporation Limited
10349506,Vocus Group Limited
10346139,DataPro
10342151,"QTS Realty Trust, LLC"
10216862,"Equinix, Inc."
10349628,"HNS Partners, LLC"
10338803,"Runxun Data Co., Ltd."
10342149,"QTS Realty Trust, LLC"
10342146,"QTS Realty Trust, LLC"
10346372,Novokom
10338804,"Runxun Data Co., Ltd."
10343677,"Meta Platforms, Inc."
10342155,"QTS Realty Trust, LLC"
10346144,DataPro
10342158,"QTS Realty Trust, LLC"
10346149,DC77
10342171,"QTS Realty Trust, LLC"
10340131,"Meta Platforms, Inc."
10342168,"QTS Realty Trust, LLC"
10338798,"Runxun Data Co., Ltd."
10349625,Go4hosting
10349626,Go4hosting
10346367,"Nii Sokb, Ooo"
10346369,Nodex
10349508,iConz Digital
10349507,Webvisions Pte Ltd.
10338799,"Runxun Data Co., Ltd."
10320312,China Telecom Corporation Limited
10320279,China Telecom Corporation Limited
10346146,DC77
10343672,"Amazon.com, Inc."
10343674,"Amazon.com, Inc."
10342162,"QTS Realty Trust, LLC"
10342165,"QTS Realty Trust, LLC"
10320404,China Telecom Corporation Limited
10320431,China Telecom Corporation Limited
10343063,"Headwaters Site Development, L.L.C."
10338755,Princeton Digital Group (Singapore) Pte. Limited
10320525,China Three Gorges
10343060,"Headwaters Site Development, L.L.C."
10349515,Zone Networks Pty Ltd
10346357,Mobile TeleSystems India
10343067,"Headwaters Site Development, L.L.C."
10343642,"Amazon.com, Inc."
10349613,"NTT DOCOMO BUSINESS, Inc."
10343081,"The Peterson Companies, LLC"
10338744,Princeton Digital Group (Singapore) Pte. Limited
10343636,Alphabet Inc.
10349614,SoftBank Group Corp.
10352533,"Equinix, Inc."
10097746,"Equinix, Inc."
10343057,"Headwaters Site Development, L.L.C."
10320575,"China United Network Communications Group Co., Ltd."
10320557,"China United Network Communications Group Co., Ltd."
10338749,Princeton Digital Group (Singapore) Pte. Limited
10338753,Princeton Digital Group (Singapore) Pte. Limited
10343075,"The Peterson Companies, LLC"
10343071,"The Peterson Companies, LLC"
10346160,"OOO ""Bashkirenergo"""
10346158,Digital Network
10343638,Alphabet Inc.
10349615,ABT infoCloud
10349616,Akash IQ
10343078,"The Peterson Companies, LLC"
10341865,"STACK Infrastructure, Inc."
10349617,Aride Ocean
10349512,ZettaNet Pty Ltd
10338776,Princeton Digital Group (Singapore) Pte. Limited
10338780,Quantum Optical Data
10343651,"Meta Platforms, Inc."
10343653,"Meta Platforms, Inc."
10346152,Delfa Company LLC
10349620,Cyquator Technologies Ltd
10349621,Data First
10342192,"DartPoints, LLC"
10342187,Farmers Mutual Telephone Company
10346365,Newman Telecom
10320453,China Telecom Corporation Limited
10342195,"Aureon Network Services, Inc."
10342198,South Front Networks
10343650,Alphabet Inc.
10338760,Princeton Digital Group (Singapore) Pte. Limited
10338764,Princeton Digital Group (Singapore) Pte. Limited
10343645,"Meta Platforms, Inc."
10338768,Princeton Digital Group (Singapore) Pte. Limited
10346359,Nevalink
10346361,Nevalink
10342204,"Digital Realty Trust, Inc."
10343054,"Headwaters Site Development, L.L.C."
10349619,Benzy Ltd
10338770,Princeton Digital Group (Singapore) Pte. Limited
10338772,Princeton Digital Group (Singapore) Pte. Limited
10349514,Zone Networks Pty Ltd
10349513,Zone Networks Pty Ltd
10346157,
10342201,"IP Pathways, LLC"
10320498,China Three Gorges
10320477,China Three Gorges
10346153,
10340097,"Meta Platforms, Inc."
10349618,Aride Ocean
10349098,
10339218,GDS Holdings Limited
10362078,"Cogent Communications Holdings, Inc."
10341088,
10343662,T-Mobile Polska S.A.
10343111,New Era Technology - SE Pty Ltd
10343264,New Era Technology - SE Pty Ltd
10343665,"Vantage Data Centers Management Company, LLC"
10349101,Centeris Data Centers
10343141,Etihad Etisalat Company
10362076,"Cogent Communications Holdings, Inc."
10362077,"Cogent Communications Holdings, Inc."
10341099,ColoCrossing
10341098,
10341402,AT TOKYO Corporation
10339211,"Fuhong Cloud Computing (TianJin) Co., Ltd."
10339214,GDS Holdings Limited
10014774,StarHub Ltd
10349752,StarHub Ltd
10341094,"DLS Computer Services, Inc."
10341085,Flexential Inc.
10349753,StarHub Ltd
10343224,NourNet
10338322,China Telecom Corporation Limited
10341065,
10338339,China Telecom Corporation Limited
10349757,Vodien Internet Solutions Pte Ltd.
10340233,Internet Initiative Japan Inc.
10341394,KDDI Corporation
10362082,"Cogent Communications Holdings, Inc."
10227707,"Equinix, Inc."
10179948,"Cogent Communications Holdings, Inc."
10343660,EdgeConneX
10362079,"Cogent Communications Holdings, Inc."
10341082,"Eagle South, LLC"
10341401,AT TOKYO Corporation
10341398,IDC Frontier Inc.
10349754,T-Systems Solutions For Research GmbH
10349391,New Era Technology - SE Pty Ltd
10340235,Internet Initiative Japan Inc.
10339219,GDS Holdings Limited
10362080,"Cogent Communications Holdings, Inc."
10362081,"Cogent Communications Holdings, Inc."
10247759,"Aligned Data Centers (Phoenix), LLC"
10221026,"H5 Data Centers, LLC"
10339222,GDS Holdings Limited
10343656,Atman sp. z o.o.
10349755,PT. Telekomunikasi Indonesia International
10349756,
10259645,"Aligned Data Centers (Phoenix), LLC"
10232637,Flexential Inc.
10349751,Mapletree Industrial Trust
10343667,"Vantage Data Centers Management Company, LLC"
10341131,"Digital Realty Trust, Inc."
10362072,"Cogent Communications Holdings, Inc."
10341128,cloudHQ LLC
10343680,"Cellnex Telecom, S.A."
10341126,cloudHQ LLC
10349746,Secureaxs Ltd
10349745,Secureaxs Ltd
10343678,Caveo
10339197,"VNET Group, Inc."
10341421,KDDI Corporation
10341143,PowerHouse Data Centers
10349744,Secureaxs Ltd
10362071,"Cogent Communications Holdings, Inc."
10259475,"Cogent Communications Holdings, Inc."
10339192,Yiguangyun Data
10341139,NTT Global Data Centers Preparatory Corporation
10340238,Digital Edge
10349111,NTT Global Data Centers Preparatory Corporation
10341134,"Digital Realty Trust, Inc."
10259411,"VNET Group, Inc."
10343684,"Cellnex Telecom, S.A."
10341120,cloudHQ LLC
10343397,
10259650,"Aligned Data Centers (Phoenix), LLC"
10342167,Center3
10349749,STT Global Data Centres India Private Limited
10343055,"Vantage Data Centers Management Company, LLC"
10349392,"New Era Technology, Inc."
10339208,"China United Network Communications Group Co., Ltd."
10341407,AT TOKYO Corporation
10339210,"China United Network Communications Group Co., Ltd."
10362075,"Cogent Communications Holdings, Inc."
10259516,"Cogent Communications Holdings, Inc."
10343053,"Vantage Data Centers Management Company, LLC"
10247597,"Vantage Data Centers Management Company, LLC"
10343669,Odido Netherlands B.V.
10343675,BT Group plc
10339206,China Telecom Corporation Limited
10342005,
10341417,AT TOKYO Corporation
10349394,ISEEK-KDC Services Pty. Ltd.
10362073,"Cogent Communications Holdings, Inc."
10341117,cloudHQ LLC
10339202,"VNET Group, Inc."
10349747,Secureaxs Ltd
10349750,StarHub Ltd
10341414,AT TOKYO Corporation
10341410,AT TOKYO Corporation
10362074,"Cogent Communications Holdings, Inc."
10259535,"Cogent Communications Holdings, Inc."
10339203,China Telecom Corporation Limited
10349748,STT Global Data Centres India Private Limited
10349393,New Era Technology - SE Pty Ltd
10341641,"New Era Technology, Inc."
10341112,cloudHQ LLC
10349104,cloudHQ LLC
10341116,cloudHQ LLC
10340997,CyrusOne Inc.
10349761,TPG Telecom Limited
10341370,Asia Digital Infrastructure Pte. Ltd.
10259513,"Cogent Communications Holdings, Inc."
10340993,CyrusOne Inc.
10338695,China Mobile Limited
10183503,"H5 Data Centers, LLC"
10349389,Internap Holding LLC
10341013,Sabey Data Center Properties LLC
10343421,Center3
10338636,"Beijing Topnew Info & Tech Co., Ltd."
10259506,"Cogent Communications Holdings, Inc."
10259488,"Cogent Communications Holdings, Inc."
10341008,Sabey Data Center Properties LLC
10341377,Asia Digital Infrastructure Pte. Ltd.
10341372,Asia Digital Infrastructure Pte. Ltd.
10338656,"Guangzhou Boda Data Technology Co., Ltd."
10341004,GI Partners
10349760,TPG Telecom Limited
10339580,Internap Holding LLC
10349071,"Phoenix NAP, LLC"
10349762,Brennan Limited
10259474,"Cogent Communications Holdings, Inc."
10340976,"Compass Datacenters, LLC"
10235530,"STACK Infrastructure, Inc."
10338830,China Telecom Corporation Limited
10340217,I-Net Corp.
10338851,China Telecom Corporation Limited
10259514,"Cogent Communications Holdings, Inc."
10349765,Datacom Australia Holdings Pty Limited
10338721,China Mobile Limited
10343641,TietoEVRY Oyj
10343637,Telenor ASA
10362087,"Cogent Communications Holdings, Inc."
10247349,NTT Global Data Centers Preparatory Corporation
10341367,Asia Digital Infrastructure Pte. Ltd.
10341361,Asia Digital Infrastructure Pte. Ltd.
10349388,"Ingenuity, Inc."
10340220,I-Net Corp.
10259496,"Cogent Communications Holdings, Inc."
10340986,"DataBank Holdings, Ltd."
10349763,Datacom Australia Holdings Pty Limited
10338757,China Mobile Limited
10338794,China Mobile Limited
10340983,"DataBank Holdings, Ltd."
10340980,"Compass Datacenters, LLC"
10343435,Batelco (Bahrain Telecommunications Company)
10349764,Datacom Australia Holdings Pty Limited
10259519,"Cogent Communications Holdings, Inc."
10343644,Troll Housing AS
10183581,TPG Telecom Limited
10235529,"STACK Infrastructure, Inc."
10338469,Glory Data
10259489,"Cogent Communications Holdings, Inc."
10341045,China Telecom Corporation Limited
10343652,CE Colo Czech s.r.o.
10175782,
10317360,Towngas Smart Energy Company Limited
10317357,Towngas Smart Energy Company Limited
10318583,I.T.E.N.O.S. International Telecom Network Operation Services GmbH
10222010,"Switch, Inc."
10343654,DataCamp
10362083,"Cogent Communications Holdings, Inc."
10349758,Vodien Internet Solutions Pte Ltd.
10343299,Jordan Telecommunications Company
10341059,CyrusOne Inc.
10343368,Jordan Telecommunications Company
10338370,China Telecom Corporation Limited
10340230,Internet Initiative Japan Inc.
10340229,Internet Initiative Japan Inc.
10338406,"China United Network Communications Group Co., Ltd."
10259495,"Cogent Communications Holdings, Inc."
10362084,"Cogent Communications Holdings, Inc."
10341055,"Technical Realty Group Of Texas, LLC"
10338445,"China United Network Communications Group Co., Ltd."
10341391,KDDI Corporation
10187873,"Cogent Communications Holdings, Inc."
10349759,Vodien Internet Solutions Pte Ltd.
10341388,KDDI Corporation
10340225,Internet Initiative Japan Inc.
10259490,"Cogent Communications Holdings, Inc."
10343312,Center3
10343409,Zain Data Center
10349390,Internap Holding LLC
10338560,"China United Network Communications Group Co., Ltd."
10341019,Crown Castle Inc.
10246356,"Equinix, Inc."
10338587,"Netnic (Beijing) Network Co., Ltd."
10338610,"Beijing Sinnet Technology Co.,Ltd"
10259482,"Cogent Communications Holdings, Inc."
10179928,"Cogent Communications Holdings, Inc."
10226717,"Vantage Data Centers Management Company, LLC"
10349077,Sabey Data Center Properties LLC
10183583,TPG Telecom Limited
10098027,Keppel DC REIT
10341023,"Stream Data Centers, L.P."
10341040,"CTI Liquidation Co., Inc."
10338482,"China United Network Communications Group Co., Ltd."
10338492,"China United Network Communications Group Co., Ltd."
10338505,"China United Network Communications Group Co., Ltd."
10259508,"Cogent Communications Holdings, Inc."
10317363,Towngas Smart Energy Company Limited
10317366,Towngas Smart Energy Company Limited
10338538,"China United Network Communications Group Co., Ltd."
10341385,KDDI Corporation
10349082,"STACK Infrastructure, Inc."
10362016,"STACK Infrastructure, Inc."
10341382,KDDI Corporation
10340221,Internet Initiative Japan Inc.
10340126,Internap Holding LLC
10343648,LCL Belgium N.V.
10343646,Verizon Communications Inc.
10362085,"Cogent Communications Holdings, Inc."
10362086,"Cogent Communications Holdings, Inc."
10341037,"Vantage Data Centers Management Company, LLC"
10340969,"Skybox Datacenters, LLC"
10341267,PowerHouse Data Centers
10349147,PowerHouse Data Centers
10339130,"Beijing Sinnet Technology Co.,Ltd"
10349725,Vocus Group Limited
10250969,"Digital Realty Trust, Inc."
10341272,PowerHouse Data Centers
10343258,King Saud bin Abdulaziz University for Health Sciences
10339122,China Mobile Limited
10362047,"Cogent Communications Holdings, Inc."
10343727,Digital Residence
10341281,"Sentinel Data Centers, LLC"
10341278,"Sentinel Data Centers, LLC"
10341273,"QTS Realty Trust, LLC"
10349723,Singapore Telecommunications Limited
10352521,KDDI Corporation
10352136,Bridge Data Centres (International) Pte. Ltd.
10339125,China Mobile Limited
10339129,"Shanghai Technology Network Communications Co., Ltd"
10349724,Singapore Telecommunications Limited
10362048,"Cogent Communications Holdings, Inc."
10362049,"Colo4dallas, LLC"
10341263,PowerHouse Data Centers
10191916,"QTS Realty Trust, LLC"
10341244,"Digital Realty Trust, Inc."
10339138,"VNET Group, Inc."
10362053,Fort Rock Data Center
10349727,China Telecom Corporation Limited
10341241,"Digital Realty Trust, Inc."
10362052,First Properties Duluth
10343717,Datapark Nederland
10349396,KDDI Corporation
10343723,"Digital Realty Trust, Inc."
10341258,PowerHouse Data Centers
10352135,"Vantage Data Centers Management Company, LLC"
10341256,"Patrinely Group, LLC"
10145057,"Equinix, Inc."
10341283,"STACK Infrastructure, Inc."
10362050,"Cologix, Inc."
10343280,MetroBeam Wireless Telecommunications Co LLC
10341252,"Aligned Data Centers (Phoenix), LLC"
10259656,"Aligned Data Centers (Phoenix), LLC"
10145058,"Equinix, Inc."
10349726,"China United Network Communications Group Co., Ltd."
10341450,"Vantage Data Centers Management Company, LLC"
10339133,"VNET Group, Inc."
10339135,"VNET Group, Inc."
10184231,KDDI Corporation
10340276,KDDI Corporation
10343720,Dataport
10362051,"Fibercomm, LC"
10343296,Etihad Etisalat Company
10184235,KDDI Corporation
10341314,Sabey Data Center Properties LLC
10362041,"Cogent Communications Holdings, Inc."
10317347,China Telecom Corporation Limited
10185111,"T5 Data Centers, LLC"
10123427,Keppel DC REIT
10339110,"Centrin Data Systems Co., Ltd."
10352141,GDS Holdings Limited
10247595,"Vantage Data Centers Management Company, LLC"
10343745,Engie SA
10085873,Keppel DC REIT
10319975,TeleData UK Ltd
10338777,On Empresas S.A.C
10362039,"Cogent Communications Holdings, Inc."
10362040,"Cogent Communications Holdings, Inc."
10341328,Ricloud Corp.
10349160,"Skybox Datacenters, LLC"
10341322,Element Critical
10317341,China Telecom Corporation Limited
10317345,"China United Network Communications Group Co., Ltd."
10339106,"Shenzhen Humeng Technology Co., Ltd"
10341320,"Skybox Datacenters, LLC"
10343741,Engie SA
10259661,"Aligned Data Centers (Phoenix), LLC"
10352138,Bridge Data Centres (International) Pte. Ltd.
10341290,Yondr Group Holdings B.V.
10352137,"Vantage Data Centers Management Company, LLC"
10339119,"Centrin Data Systems Co., Ltd."
10343729,Easynet Nederland B.V.
10259480,"Cogent Communications Holdings, Inc."
10349722,Singtel Digital InfraCo
10097704,"Digital Realty Trust, Inc."
10362046,"Cogent Communications Holdings, Inc."
10341287,"STACK Infrastructure, Inc."
10259660,"Aligned Data Centers (Phoenix), LLC"
10362045,"Cogent Communications Holdings, Inc."
10352140,Yondr Group Holdings B.V.
10259735,NTT Global Data Centers Preparatory Corporation
10362042,"Alasconnect, Inc."
10341307,"Quantum Loophole, Inc."
10343736,EKC Limmel
10231249,"Equinix, Inc."
10317351,GJWWW
10349397,KDDI Corporation
10362043,"Alaska Communications Systems Group, Inc."
10085874,Keppel DC REIT
10184236,FPT Corporation
10341303,Novva Data Centers
10341297,Novva Data Centers
10339111,"Centrin Data Systems Co., Ltd."
10339114,"Centrin Data Systems Co., Ltd."
10343735,EdgeConneX
10343235,Detecon Al Saudia Co. Ltd.
10343244,King Abdulaziz City for Science and Technology
10343733,Ecostora
10317353,Wood NN
10317355,"Beijing Cnlink Networks Technology Co., Ltd."
10362044,Bluebird Fiber LLC
10340241,Digital Edge
10339175,Meili Cloud
10341176,NTT Global Data Centers Preparatory Corporation
10362065,"Cogent Communications Holdings, Inc."
10341173,NTT Global Data Centers Preparatory Corporation
10153712,Keppel DC REIT
10340255,Digital Edge
10339179,China Mobile Limited
10349737,Fujitsu Limited
10362983,HoST Pte Ltd
10341187,"Compass Datacenters, LLC"
10349395,IXTech
10341430,KDDI Corporation
10339173,Keppel DC REIT
10343701,Compudac Solutions B.V.
10343699,Data Facilities B.V.
10362063,"Cogent Communications Holdings, Inc."
10362064,"Cogent Communications Holdings, Inc."
10341184,"Compass Datacenters, LLC"
10349128,"Compass Datacenters, LLC"
10349125,"Compass Datacenters, LLC"
10182746,Keppel DC REIT
10349123,NTT Global Data Centers Preparatory Corporation
10341424,KDDI Corporation
10340245,Digital Edge
10339187,China Mobile Limited
10341155,"Patrinely Group, LLC"
10343383,
10339190,ChinData Group
10362069,"Cogent Communications Holdings, Inc."
10362070,"Cogent Communications Holdings, Inc."
10343687,"Cellnex Telecom, S.A."
10341151,cloudHQ LLC
10341148,"QTS Realty Trust, LLC"
10349742,Pacific Internet
10349743,Racks Central Pte Ltd.
10349741,Pacific Internet
10341157,"Patrinely Group, LLC"
10343694,Data Facilities B.V.
10343361,PNU Datacenter
10343372,Sahara Net LLC
10362066,"Cogent Communications Holdings, Inc."
10349122,NTT Global Data Centers Preparatory Corporation
10349739,"NTT DOCOMO BUSINESS, Inc."
10362976,Pacific Internet
10341164,"Patrinely Group, LLC"
10222056,NTT Global Data Centers Preparatory Corporation
10340253,Digital Edge
10340249,Digital Edge
10339181,Huirui Big Data Center
10362067,"Cogent Communications Holdings, Inc."
10362068,"Cogent Communications Holdings, Inc."
10349118,"Patrinely Group, LLC"
10341158,"Patrinely Group, LLC"
10339184,
10343692,Colocenter B.V.
10343689,"Claranet Soho, S.A."
10341429,KDDI Corporation
10341236,"Digital Realty Trust, Inc."
10339168,GDS Holdings Limited
10343309,Etihad Etisalat Company
10341220,"Digital Realty Trust, Inc."
10349731,Hong Kong Exchanges and Clearing Limited
10339153,"CEIcloud Data Storage Technology (Beijing) Co., Ltd."
10341217,"Digital Realty Trust, Inc."
10343711,Datacenter Almere
10341440,SKYY Development
10362057,"Peace Communications, LLC"
10341221,"Digital Realty Trust, Inc."
10340265,KDDI Corporation
10339143,"VNET Group, Inc."
10349728,Dyxnet Corporate Service Limited
10341446,Global Broadband K.K
10340273,KDDI Corporation
10341443,Global Broadband K.K
10362054,High Speed Web Inc
10343715,Datapark Nederland
10341233,"Digital Realty Trust, Inc."
10343713,Dataone
10341230,"Digital Realty Trust, Inc."
10362055,Sunbreak Electronics
10362056,"On-Ramp Indiana, Inc."
10349729,GDS Holdings Limited
10349730,Big Data Exchange
10339147,"VNET Group, Inc."
10349141,"Digital Realty Trust, Inc."
10341224,"Digital Realty Trust, Inc."
10340269,KDDI Corporation
10339149,"VNET Group, Inc."
10349136,"Digital Realty Trust, Inc."
10343703,Computel Stand-By B.V.
10341199,"QTS Realty Trust, LLC"
10349735,Awan Data Centre Pte. Ltd
10349736,Fujitsu Limited
10343350,NourNet
10362061,"Cogent Communications Holdings, Inc."
10362062,"Cogent Communications Holdings, Inc."
10341196,"QTS Realty Trust, LLC"
10340258,Japan Land Ltd.
10349131,"Compass Datacenters, LLC"
10339165,GDS Holdings Limited
10341435,KDDI Corporation
10184232,KDDI Corporation
