geoid,state,county_name,recovery_type,covered_any_year,covered_2period,covered_n_years,covered_balanced9
20047,KS,,county_gp,True,False,1,False
20055,KS,Finney County,county_gp,True,False,1,False
20057,KS,,county_gp,True,False,1,False
20091,KS,Johnson County,county_gp,True,True,9,True
20113,KS,McPherson County,county_gp,True,False,1,False
20173,KS,Sedgwick County,county_gp,True,True,8,False
21007,KY,,county_gp,True,False,1,False
21011,KY,,county_gp,True,False,1,False
21013,KY,Bell County,county_gp,True,False,1,False
21015,KY,,county_gp,True,False,7,False
21019,KY,,county_gp,True,False,8,False
21029,KY,Jefferson County,county_gp,True,False,1,False
21037,KY,,county_gp,True,True,6,False
21043,KY,,county_gp,True,False,2,False
21045,KY,CASEY,county_gp,True,False,1,False
21059,KY,,county_gp,True,False,1,False
21069,KY,,county_gp,True,False,1,False
21071,KY,,county_gp,True,False,1,False
21073,KY,Franklin County,county_gp,True,False,2,False
21081,KY,GRANT,county_gp,True,False,1,False
21087,KY,GREEN,county_gp,True,False,1,False
21099,KY,,county_gp,True,False,2,False
21125,KY,,county_gp,True,False,1,False
21135,KY,,county_gp,True,False,2,False
21145,KY,McCracken County,county_gp,True,False,1,False
21147,KY,,county_gp,True,False,1,False
21151,KY,,county_gp,True,False,1,False
21169,KY,Metcalfe County,county_gp,True,False,1,False
21175,KY,,county_gp,True,False,2,False
21177,KY,,county_gp,True,False,1,False
21183,KY,OHIO,county_gp,True,False,2,False
21189,KY,Owsley County,county_gp,True,False,1,False
21195,KY,Pike County,county_gp,True,False,1,False
21197,KY,,county_gp,True,False,1,False
21205,KY,Rowan County,county_gp,True,False,1,False
21209,KY,Scott County,county_gp,True,False,1,False
21211,KY,,county_gp,True,False,1,False
21235,KY,,county_gp,True,False,2,False
22001,LA,Acadia Parish,county_gp,True,False,5,False
22003,LA,,county_gp,True,False,3,False
22005,LA,,county_gp,True,True,8,False
22007,LA,,county_gp,True,True,7,False
22009,LA,,county_gp,True,True,9,True
22011,LA,Beauregard Parish,county_gp,True,False,1,False
22013,LA,,county_gp,True,False,1,False
22015,LA,Bossier Parish,county_gp,True,False,7,False
22017,LA,CADDO,county_gp,True,False,3,False
22019,LA,,county_gp,True,True,9,True
22021,LA,,county_gp,True,False,1,False
22023,LA,,county_gp,True,False,1,False
22025,LA,,county_gp,True,False,1,False
22033,LA,East Baton Rouge Parish,county_gp,True,False,4,False
22037,LA,,county_gp,True,False,2,False
22039,LA,,county_gp,True,True,7,False
22041,LA,,county_gp,True,False,2,False
22043,LA,,county_gp,True,False,5,False
22045,LA,,county_gp,True,True,9,True
22047,LA,,county_gp,True,True,9,True
22051,LA,Jefferson Parish,county_gp,True,False,8,False
22053,LA,,county_gp,True,False,6,False
22057,LA,Lafourche Parish,county_gp,True,True,9,True
22063,LA,,county_gp,True,True,8,False
22065,LA,Madison Parish,county_gp,True,False,3,False
22069,LA,Natchitoches Parish,county_gp,True,False,2,False
22073,LA,Ouachita Parish,county_gp,True,True,9,True
22075,LA,,county_gp,True,True,9,True
22077,LA,,county_gp,True,True,5,False
22079,LA,,county_gp,True,False,8,False
22081,LA,,county_gp,True,False,1,False
22087,LA,,county_gp,True,True,9,True
22089,LA,,county_gp,True,True,8,False
22091,LA,,county_gp,True,False,2,False
22093,LA,St. James Parish,county_gp,True,False,4,False
22095,LA,,county_gp,True,False,3,False
22097,LA,ST LANDRY,county_gp,True,False,4,False
22099,LA,St. Martin Parish,county_gp,True,False,1,False
22101,LA,St. Mary Parish,county_gp,True,False,2,False
22103,LA,,county_gp,True,True,9,True
22105,LA,Tangipahoa Parish,county_gp,True,False,4,False
22109,LA,,county_gp,True,True,9,True
22111,LA,Union Parish,county_gp,True,False,1,False
22113,LA,,county_gp,True,True,9,True
22115,LA,,county_gp,True,True,4,False
22117,LA,Washington Parish,county_gp,True,False,3,False
22119,LA,,county_gp,True,True,9,True
22121,LA,,county_gp,True,False,1,False
22125,LA,,county_gp,True,False,6,False
22127,LA,,county_gp,True,True,7,False
23001,ME,Androscoggin County,county_gp,True,False,3,False
23003,ME,Aroostook County,county_gp,True,False,2,False
23005,ME,Cumberland County,county_gp,True,False,3,False
23009,ME,Hancock County,county_gp,True,False,1,False
23011,ME,KENNEBEC,county_gp,True,False,3,False
23013,ME,Knox County,county_gp,True,True,9,True
23019,ME,Penobscot County,county_gp,True,False,5,False
23031,ME,York County,county_gp,True,False,4,False
24001,MD,Allegany County,county_gp,True,True,8,False
24003,MD,Anne Arundel County,county_gp,True,True,9,True
24005,MD,Baltimore County,county_gp,True,True,9,True
24009,MD,Calvert County,county_gp,True,True,9,True
24011,MD,Caroline County,county_gp,True,True,6,False
24013,MD,Carroll County,county_gp,True,True,7,False
24015,MD,Cecil County,county_gp,True,True,8,False
24017,MD,Charles County,county_gp,True,True,4,False
24019,MD,DORCHESTER,county_gp,True,False,8,False
24021,MD,Frederick County,county_gp,True,True,8,False
24023,MD,Garrett County,county_gp,True,False,2,False
24025,MD,Harford County,county_gp,True,False,8,False
24029,MD,Kent County,county_gp,True,True,7,False
24031,MD,Montgomery County,county_gp,True,True,3,False
24033,MD,Prince George's County,county_gp,True,True,9,True
24037,MD,St. Mary's County,county_gp,True,False,5,False
24039,MD,Somerset County,county_gp,True,True,8,False
24041,MD,,county_gp,True,True,9,True
24043,MD,Washington County,county_gp,True,True,9,True
24045,MD,Wicomico County,county_gp,True,False,6,False
24047,MD,Worcester County,county_gp,True,True,8,False
24510,MD,Baltimore city,county_equiv_municipality,True,True,9,True
25001,MA,Barnstable County,county_gp,True,True,9,True
25005,MA,Bristol County,county_gp,True,False,3,False
25007,MA,Dukes County,county_gp,True,True,4,False
25021,MA,Norfolk County,county_gp,True,False,2,False
25023,MA,Plymouth County,county_gp,True,False,2,False
26001,MI,Alcona County,county_gp,True,False,5,False
26003,MI,Alger County,county_gp,True,False,4,False
26005,MI,Allegan County,county_gp,True,True,9,True
26007,MI,Alpena County,county_gp,True,True,9,True
26009,MI,Antrim County,county_gp,True,False,2,False
26011,MI,,county_gp,True,False,3,False
26015,MI,Barry County,county_gp,True,True,9,True
26017,MI,Bay County,county_gp,True,True,9,True
26019,MI,BENZIE,county_gp,True,False,2,False
26021,MI,Berrien County,county_gp,True,True,9,True
26023,MI,,county_gp,True,False,6,False
26025,MI,Calhoun County,county_gp,True,True,9,True
26027,MI,Cass County,county_gp,True,False,3,False
26031,MI,Cheboygan County,county_gp,True,True,9,True
26033,MI,,county_gp,True,True,9,True
26035,MI,Clare County,county_gp,True,False,5,False
26037,MI,Clinton County,county_gp,True,True,9,True
26039,MI,Crawford County,county_gp,True,True,9,True
26041,MI,Delta County,county_gp,True,True,9,True
26043,MI,DICKINSON,county_gp,True,False,4,False
26045,MI,Eaton County,county_gp,True,True,9,True
26047,MI,Emmet County,county_gp,True,True,9,True
26049,MI,Genesee County,county_gp,True,True,9,True
26051,MI,Gladwin County,county_gp,True,False,4,False
26053,MI,Gogebic County,county_gp,True,False,4,False
26055,MI,Grand Traverse County,county_gp,True,True,9,True
26057,MI,Gratiot County,county_gp,True,True,9,True
26059,MI,Hillsdale County,county_gp,True,False,5,False
26061,MI,Houghton County,county_gp,True,True,8,False
26063,MI,Huron County,county_gp,True,True,8,False
26065,MI,Ingham County,county_gp,True,False,7,False
26067,MI,Ionia County,county_gp,True,True,9,True
26069,MI,Iosco County,county_gp,True,False,3,False
26071,MI,Iron County,county_gp,True,True,9,True
26073,MI,Isabella County,county_gp,True,True,8,False
26075,MI,Jackson County,county_gp,True,True,9,True
26077,MI,Kalamazoo County,county_gp,True,True,8,False
26079,MI,Kalkaska County,county_gp,True,False,2,False
26081,MI,Kent County,county_gp,True,True,9,True
26085,MI,Lake County,county_gp,True,False,4,False
26089,MI,,county_gp,True,False,2,False
26091,MI,Lenawee County,county_gp,True,True,9,True
26093,MI,Livingston County,county_gp,True,True,8,False
26095,MI,Luce County,county_gp,True,False,6,False
26099,MI,Macomb County,county_gp,True,False,7,False
26101,MI,Manistee County,county_gp,True,True,6,False
26103,MI,Marquette County,county_gp,True,True,9,True
26105,MI,Mason County,county_gp,True,False,3,False
26107,MI,Mecosta County,county_gp,True,False,7,False
26109,MI,Menominee County,county_gp,True,False,1,False
26111,MI,Midland County,county_gp,True,True,9,True
26113,MI,,county_gp,True,False,1,False
26115,MI,Monroe County,county_gp,True,True,9,True
26117,MI,MONTCALM,county_gp,True,True,9,True
26119,MI,Montmorency County,county_gp,True,False,1,False
26123,MI,Newaygo County,county_gp,True,True,9,True
26125,MI,Oakland County,county_gp,True,False,4,False
26129,MI,,county_gp,True,False,2,False
26133,MI,Osceola County,county_gp,True,False,3,False
26137,MI,Otsego County,county_gp,True,False,4,False
26139,MI,OTTAWA,county_gp,True,True,9,True
26143,MI,Roscommon County,county_gp,True,False,1,False
26145,MI,Saginaw County,county_gp,True,True,9,True
26147,MI,St. Clair County,county_gp,True,True,9,True
26149,MI,St. Joseph County,county_gp,True,True,9,True
26151,MI,,county_gp,True,True,7,False
26153,MI,Schoolcraft County,county_gp,True,False,1,False
26155,MI,Shiawassee County,county_gp,True,True,9,True
26157,MI,Tuscola County,county_gp,True,True,9,True
26159,MI,Van Buren County,county_gp,True,True,9,True
26161,MI,Washtenaw County,county_gp,True,True,9,True
26163,MI,Wayne County,county_gp,True,True,9,True
26165,MI,Wexford County,county_gp,True,True,8,False
27001,MN,Aitkin County,county_gp,True,True,9,True
27003,MN,ANOKA,county_gp,True,True,6,False
27005,MN,Becker County,county_gp,True,False,3,False
27007,MN,Beltrami County,county_gp,True,True,9,True
27009,MN,Benton County,county_gp,True,True,9,True
27011,MN,Big Stone County,county_gp,True,True,7,False
27013,MN,Blue Earth County,county_gp,True,True,9,True
27015,MN,Brown County,county_gp,True,True,9,True
27017,MN,CARLTON,county_gp,True,False,8,False
27019,MN,CARVER,county_gp,True,True,8,False
27021,MN,,county_gp,True,True,8,False
27023,MN,CHIPPEWA,county_gp,True,True,7,False
27025,MN,CHISAGO,county_gp,True,False,1,False
27027,MN,Clay County,county_gp,True,False,7,False
27029,MN,Clearwater County,county_gp,True,True,9,True
27031,MN,Cook County,county_gp,True,True,8,False
27033,MN,Cottonwood County,county_gp,True,False,5,False
27035,MN,Crow Wing County,county_gp,True,True,9,True
27037,MN,Dakota County,county_gp,True,False,5,False
27041,MN,Douglas County,county_gp,True,True,9,True
27043,MN,Faribault County,county_gp,True,False,4,False
27045,MN,FILLMORE,county_gp,True,True,9,True
27047,MN,Freeborn County,county_gp,True,True,9,True
27049,MN,GOODHUE,county_gp,True,True,9,True
27051,MN,GRANT,county_gp,True,False,7,False
27053,MN,Hennepin County,county_gp,True,True,7,False
27055,MN,HOUSTON,county_gp,True,True,6,False
27057,MN,Hubbard County,county_gp,True,False,6,False
27059,MN,Isanti County,county_gp,True,False,8,False
27063,MN,JACKSON,county_gp,True,False,4,False
27065,MN,KANABEC,county_gp,True,True,9,True
27067,MN,Kandiyohi County,county_gp,True,True,9,True
27069,MN,KITTSON,county_gp,True,False,6,False
27071,MN,Koochiching County,county_gp,True,False,8,False
27073,MN,Lac qui Parle County,county_gp,True,False,6,False
27075,MN,Lake County,county_gp,True,True,9,True
27077,MN,Lake of the Woods County,county_gp,True,False,6,False
27079,MN,Le Sueur County,county_gp,True,True,9,True
27081,MN,Lincoln County,county_gp,True,False,4,False
27083,MN,Lyon County,county_gp,True,False,3,False
27085,MN,McLeod County,county_gp,True,True,8,False
27087,MN,Mahnomen County,county_gp,True,True,8,False
27089,MN,,county_gp,True,True,9,True
27091,MN,Martin County,county_gp,True,False,1,False
27093,MN,MEEKER,county_gp,True,True,8,False
27095,MN,,county_gp,True,True,7,False
27097,MN,Morrison County,county_gp,True,True,9,True
27099,MN,Mower County,county_gp,True,True,9,True
27101,MN,Murray County,county_gp,True,False,5,False
27103,MN,Nicollet County,county_gp,True,False,7,False
27105,MN,Nobles County,county_gp,True,True,9,True
27107,MN,Norman County,county_gp,True,False,8,False
27109,MN,Olmsted County,county_gp,True,True,9,True
27111,MN,Otter Tail County,county_gp,True,True,9,True
27113,MN,Pennington County,county_gp,True,True,9,True
27115,MN,Pine County,county_gp,True,True,7,False
27117,MN,Pipestone County,county_gp,True,False,3,False
27119,MN,Polk County,county_gp,True,True,9,True
27121,MN,,county_gp,True,False,6,False
27123,MN,Ramsey County,county_gp,True,True,9,True
27125,MN,,county_gp,True,False,3,False
27127,MN,Redwood County,county_gp,True,False,5,False
27129,MN,RENVILLE,county_gp,True,True,9,True
27131,MN,Rice County,county_gp,True,True,9,True
27133,MN,,county_gp,True,False,2,False
27135,MN,,county_gp,True,True,9,True
27137,MN,St. Louis County,county_gp,True,True,9,True
27139,MN,Scott County,county_gp,True,True,4,False
27141,MN,Sherburne County,county_gp,True,True,9,True
27143,MN,SIBLEY,county_gp,True,True,7,False
27145,MN,Stearns County,county_gp,True,True,9,True
27147,MN,Steele County,county_gp,True,True,7,False
27149,MN,Stevens County,county_gp,True,True,9,True
27151,MN,Swift County,county_gp,True,True,9,True
27153,MN,Todd County,county_gp,True,True,9,True
27155,MN,TRAVERSE,county_gp,True,True,4,False
27157,MN,Wabasha County,county_gp,True,True,9,True
27159,MN,WADENA,county_gp,True,False,5,False
27161,MN,Waseca County,county_gp,True,True,6,False
27163,MN,Washington County,county_gp,True,True,8,False
27165,MN,Watonwan County,county_gp,True,True,8,False
27167,MN,Wilkin County,county_gp,True,False,8,False
27169,MN,Winona County,county_gp,True,False,6,False
27171,MN,Wright County,county_gp,True,True,9,True
27173,MN,Yellow Medicine County,county_gp,True,True,9,True
28003,MS,,county_gp,True,False,1,False
28007,MS,ATTALA,county_gp,True,False,1,False
28013,MS,Calhoun County,county_gp,True,False,2,False
28021,MS,CLAIBORNE,county_gp,True,False,4,False
28023,MS,,county_gp,True,False,1,False
28027,MS,COAHOMA,county_gp,True,False,2,False
28031,MS,Covington County,county_gp,True,False,3,False
28035,MS,Forrest County,county_gp,True,True,8,False
28039,MS,George County,county_gp,True,False,3,False
28045,MS,Hancock County,county_gp,True,False,3,False
28047,MS,Harrison County,county_gp,True,False,8,False
28049,MS,Hinds County,county_gp,True,True,9,True
28057,MS,Itawamba County,county_gp,True,False,2,False
28059,MS,Jackson County,county_gp,True,True,8,False
28067,MS,,county_gp,True,True,6,False
28073,MS,Lamar County,county_gp,True,True,6,False
28075,MS,Lauderdale County,county_gp,True,False,4,False
28077,MS,Lawrence County,county_gp,True,False,1,False
28081,MS,,county_gp,True,False,6,False
28091,MS,Marion County,county_gp,True,False,2,False
28093,MS,,county_gp,True,False,5,False
28097,MS,Montgomery County,county_gp,True,False,3,False
28099,MS,Neshoba County,county_gp,True,False,3,False
28105,MS,Oktibbeha County,county_gp,True,False,2,False
28109,MS,Pearl River County,county_gp,True,False,3,False
28115,MS,Pontotoc County,county_gp,True,False,6,False
28121,MS,Rankin County,county_gp,True,False,6,False
28127,MS,Simpson County,county_gp,True,False,2,False
28131,MS,Stone County,county_gp,True,False,5,False
28135,MS,,county_gp,True,False,1,False
28137,MS,Tate County,county_gp,True,False,1,False
28139,MS,Tippah County,county_gp,True,False,3,False
28141,MS,Tishomingo County,county_gp,True,False,1,False
28143,MS,TUNICA,county_gp,True,False,1,False
28145,MS,Union County,county_gp,True,False,3,False
28153,MS,Wayne County,county_gp,True,False,1,False
28159,MS,Winston County,county_gp,True,False,1,False
29007,MO,Audrain County,county_gp,True,False,2,False
29019,MO,Boone County,county_gp,True,True,9,True
29021,MO,Buchanan County,county_gp,True,True,9,True
29027,MO,Callaway County,county_gp,True,False,4,False
29035,MO,,county_gp,True,False,1,False
29037,MO,Cass County,county_gp,True,True,6,False
29047,MO,Clay County,county_gp,True,True,9,True
29069,MO,Dunklin County,county_gp,True,False,1,False
29071,MO,Franklin County,county_gp,True,True,9,True
29077,MO,Greene County,county_gp,True,False,7,False
29091,MO,,county_gp,True,False,1,False
29095,MO,Jackson County,county_gp,True,True,9,True
29099,MO,JEFFERSON,county_gp,True,False,3,False
29107,MO,LAFAYETTE,county_gp,True,False,1,False
29153,MO,,county_gp,True,False,1,False
29159,MO,Pettis County,county_gp,True,False,2,False
29161,MO,,county_gp,True,False,1,False
29165,MO,Platte County,county_gp,True,True,9,True
29167,MO,POLK,county_gp,True,False,1,False
29183,MO,,county_gp,True,True,9,True
29189,MO,St. Louis County,county_gp,True,False,3,False
29201,MO,,county_gp,True,False,1,False
29213,MO,Taney County,county_gp,True,False,1,False
29215,MO,Texas County,county_gp,True,False,1,False
30001,MT,Beaverhead County,county_gp,True,True,9,True
30003,MT,Big Horn County,county_gp,True,False,5,False
30005,MT,,county_gp,True,False,2,False
30007,MT,Broadwater County,county_gp,True,False,4,False
30009,MT,Carbon County,county_gp,True,False,4,False
30011,MT,Carter County,county_gp,True,False,1,False
30013,MT,,county_gp,True,True,9,True
30015,MT,Chouteau County,county_gp,True,False,5,False
30017,MT,Custer County,county_gp,True,False,4,False
30019,MT,DANIELS,county_gp,True,False,2,False
30021,MT,Dawson County,county_gp,True,True,4,False
30023,MT,Deer Lodge County,county_gp,True,True,9,True
30025,MT,Fallon County,county_gp,True,False,4,False
30027,MT,Fergus County,county_gp,True,False,7,False
30029,MT,Flathead County,county_gp,True,True,9,True
30031,MT,Gallatin County,county_gp,True,False,8,False
30033,MT,,county_gp,True,False,4,False
30035,MT,Glacier County,county_gp,True,False,2,False
30039,MT,Granite County,county_gp,True,False,5,False
30041,MT,Hill County,county_gp,True,False,8,False
30043,MT,JEFFERSON,county_gp,True,False,5,False
30045,MT,Judith Basin County,county_gp,True,False,3,False
30047,MT,Lake County,county_gp,True,True,8,False
30049,MT,Lewis and Clark County,county_gp,True,True,9,True
30051,MT,Liberty County,county_gp,True,False,2,False
30053,MT,Lincoln County,county_gp,True,True,9,True
30057,MT,,county_gp,True,True,9,True
30059,MT,MEAGHER,county_gp,True,False,1,False
30061,MT,Mineral County,county_gp,True,False,8,False
30063,MT,Missoula County,county_gp,True,False,8,False
30065,MT,Musselshell County,county_gp,True,False,5,False
30067,MT,Park County,county_gp,True,True,8,False
30071,MT,,county_gp,True,False,2,False
30073,MT,PONDERA,county_gp,True,False,4,False
30075,MT,,county_gp,True,False,3,False
30077,MT,Powell County,county_gp,True,False,6,False
30081,MT,Ravalli County,county_gp,True,False,3,False
30083,MT,Richland County,county_gp,True,False,6,False
30085,MT,ROOSEVELT,county_gp,True,False,3,False
30087,MT,Rosebud County,county_gp,True,True,6,False
30089,MT,Sanders County,county_gp,True,True,9,True
30091,MT,SHERIDAN,county_gp,True,False,2,False
30095,MT,Stillwater County,county_gp,True,False,7,False
30097,MT,Sweet Grass County,county_gp,True,False,2,False
30099,MT,Teton County,county_gp,True,False,2,False
30101,MT,Toole County,county_gp,True,False,7,False
30105,MT,Valley County,county_gp,True,True,8,False
30107,MT,WHEATLAND,county_gp,True,False,1,False
30111,MT,Yellowstone County,county_gp,True,False,6,False
31019,NE,Buffalo County,county_gp,True,False,2,False
31025,DC,CASS,county_gp,True,False,2,False
31037,NE,Colfax County,county_gp,True,False,1,False
31039,NE,Cuming County,county_gp,True,False,1,False
31043,NE,Dakota County,county_gp,True,False,2,False
31047,NE,,county_gp,True,False,1,False
31053,NE,Dodge County,county_gp,True,False,1,False
31055,NE,Douglas County,county_gp,True,True,9,True
31067,NE,Gage County,county_gp,True,False,1,False
31079,NE,Hall County,county_gp,True,False,2,False
31105,NE,Kimball County,county_gp,True,False,1,False
31109,NE,LANCASTER,county_gp,True,False,8,False
31111,NE,,county_gp,True,False,2,False
31119,NE,Madison County,county_gp,True,False,1,False
31131,NE,,county_gp,True,False,2,False
31139,NE,PIERCE,county_gp,True,False,2,False
31141,NE,Platte County,county_gp,True,False,1,False
31153,NE,Sarpy County,county_gp,True,True,7,False
31157,NE,Scotts Bluff County,county_gp,True,False,1,False
31159,NE,SEWARD,county_gp,True,False,2,False
31177,NE,Washington County,county_gp,True,False,1,False
31179,NE,Wayne County,county_gp,True,False,1,False
32001,NV,Churchill County,county_gp,True,True,9,True
32003,NV,Clark County,county_gp,True,True,8,False
32005,NV,Douglas County,county_gp,True,True,9,True
32007,NV,Elko County,county_gp,True,True,9,True
32009,NV,,county_gp,True,False,6,False
32011,NV,,county_gp,True,False,2,False
32013,NV,HUMBOLDT,county_gp,True,True,9,True
32015,NV,Lander County,county_gp,True,True,4,False
32017,NV,,county_gp,True,True,5,False
32019,NV,Lyon County,county_gp,True,True,9,True
32021,NV,,county_gp,True,True,9,True
32023,NV,Nye County,county_gp,True,True,6,False
32027,NV,Pershing County,county_gp,True,True,9,True
32029,NV,,county_gp,True,False,6,False
32031,NV,Washoe County,county_gp,True,True,9,True
32033,NV,White Pine County,county_gp,True,False,7,False
32510,NV,Carson City,county_equiv_municipality,True,True,9,True
33001,NH,Belknap County,county_gp,True,False,3,False
33003,NH,,county_gp,True,False,5,False
33005,NH,Cheshire County,county_gp,True,True,9,True
33007,NH,Coos County,county_gp,True,False,5,False
33009,NH,,county_gp,True,False,8,False
33011,NH,Hillsborough County,county_gp,True,True,5,False
33013,NH,MERRIMACK,county_gp,True,False,5,False
33015,NH,ROCKINGHAM,county_gp,True,False,3,False
33017,NH,Strafford County,county_gp,True,False,5,False
33019,NH,SULLIVAN,county_gp,True,False,6,False
35001,NM,Bernalillo County,county_gp,True,True,8,False
35003,NM,Catron County,county_gp,True,True,8,False
35005,NM,Chaves County,county_gp,True,False,3,False
35006,NM,Cibola County,county_gp,True,False,4,False
35007,NM,Colfax County,county_gp,True,False,4,False
35009,NM,Curry County,county_gp,True,False,2,False
35013,NM,Doña Ana County,county_gp,True,True,9,True
35017,NM,,county_gp,True,True,9,True
35019,NM,GUADALUPE,county_gp,True,False,1,False
35023,NM,Hidalgo County,county_gp,True,False,1,False
35025,NM,Lea County,county_gp,True,True,9,True
35027,NM,Lincoln County,county_gp,True,False,4,False
35029,NM,Luna County,county_gp,True,True,9,True
35031,NM,McKinley County,county_gp,True,True,8,False
35035,NM,Otero County,county_gp,True,False,6,False
35037,NM,QUAY,county_gp,True,False,1,False
35039,NM,Rio Arriba County,county_gp,True,False,8,False
35041,NM,Roosevelt County,county_gp,True,False,3,False
35043,NM,Sandoval County,county_gp,True,True,8,False
35045,NM,San Juan County,county_gp,True,True,9,True
35047,NM,San Miguel County,county_gp,True,False,6,False
35049,NM,Santa Fe County,county_gp,True,True,9,True
35051,NM,Sierra County,county_gp,True,False,3,False
35053,NM,,county_gp,True,False,6,False
35055,NM,Taos County,county_gp,True,False,4,False
35057,NM,TORRANCE,county_gp,True,False,1,False
35061,NM,Valencia County,county_gp,True,False,6,False
36001,NY,Albany County,county_gp,True,False,8,False
36003,NY,Allegany County,county_gp,True,False,6,False
36007,NY,Broome County,county_gp,True,True,9,True
36009,NY,Cattaraugus County,county_gp,True,True,9,True
36011,NY,Cayuga County,county_gp,True,True,9,True
36013,NY,Chautauqua County,county_gp,True,True,9,True
36017,NY,Chenango County,county_gp,True,True,9,True
36019,NY,Clinton County,county_gp,True,True,7,False
36021,NY,Columbia County,county_gp,True,True,8,False
36023,NY,Cortland County,county_gp,True,True,9,True
36025,NY,Delaware County,county_gp,True,True,9,True
36027,NY,Dutchess County,county_gp,True,True,9,True
36029,NY,Erie County,county_gp,True,True,9,True
36031,NY,Essex County,county_gp,True,True,9,True
36033,NY,Franklin County,county_gp,True,True,9,True
36035,NY,,county_gp,True,True,8,False
36037,NY,GENESEE,county_gp,True,True,9,True
36039,NY,GREENE,county_gp,True,True,9,True
36041,NY,,county_gp,True,False,6,False
36045,NY,Jefferson County,county_gp,True,True,9,True
36049,NY,Lewis County,county_gp,True,True,7,False
36051,NY,Livingston County,county_gp,True,False,6,False
36053,NY,Madison County,county_gp,True,True,8,False
36055,NY,Monroe County,county_gp,True,True,8,False
36057,NY,Montgomery County,county_gp,True,False,6,False
36059,NY,Nassau County,county_gp,True,True,8,False
36063,NY,Niagara County,county_gp,True,True,9,True
36065,NY,Oneida County,county_gp,True,True,9,True
36067,NY,Onondaga County,county_gp,True,False,5,False
36069,NY,ONTARIO,county_gp,True,False,8,False
36071,NY,ORANGE,county_gp,True,True,9,True
36073,NY,Orleans County,county_gp,True,False,1,False
36075,NY,Oswego County,county_gp,True,True,9,True
36077,NY,Otsego County,county_gp,True,True,9,True
36079,NY,Putnam County,county_gp,True,True,9,True
36083,NY,Rensselaer County,county_gp,True,True,9,True
36087,NY,Rockland County,county_gp,True,True,9,True
36089,NY,ST LAWRENCE,county_gp,True,True,9,True
36091,NY,Saratoga County,county_gp,True,True,8,False
36095,NY,,county_gp,True,True,9,True
36097,NY,Schuyler County,county_gp,True,True,9,True
36099,NY,Seneca County,county_gp,True,True,9,True
36103,NY,,county_gp,True,True,9,True
36105,NY,,county_gp,True,True,9,True
36107,NY,Tioga County,county_gp,True,True,9,True
36109,NY,Tompkins County,county_gp,True,True,9,True
36111,NY,Ulster County,county_gp,True,True,9,True
36113,NY,,county_gp,True,True,9,True
36115,NY,Washington County,county_gp,True,True,8,False
36117,NY,Wayne County,county_gp,True,True,9,True
36119,NY,WESTCHESTER,county_gp,True,True,9,True
36121,NY,Wyoming County,county_gp,True,True,9,True
36123,NY,Yates County,county_gp,True,True,9,True
37001,NC,Alamance County,county_gp,True,True,9,True
37003,NC,Alexander County,county_gp,True,True,9,True
37005,NC,Alleghany County,county_gp,True,True,9,True
37007,NC,Anson County,county_gp,True,True,8,False
37009,NC,Ashe County,county_gp,True,False,1,False
37011,NC,Avery County,county_gp,True,True,9,True
37013,NC,Beaufort County,county_gp,True,True,9,True
37015,NC,Bertie County,county_gp,True,False,7,False
37017,NC,Bladen County,county_gp,True,True,9,True
37019,NC,,county_gp,True,False,8,False
37021,NC,,county_gp,True,True,9,True
37023,NC,Burke County,county_gp,True,True,9,True
37025,NC,Cabarrus County,county_gp,True,True,6,False
37027,NC,,county_gp,True,True,9,True
37029,NC,Camden County,county_gp,True,True,7,False
37031,NC,Carteret County,county_gp,True,True,9,True
37033,NC,,county_gp,True,False,8,False
37035,NC,,county_gp,True,True,9,True
37037,NC,Chatham County,county_gp,True,True,6,False
37039,NC,Cherokee County,county_gp,True,True,9,True
37041,NC,Chowan County,county_gp,True,True,9,True
37043,NC,Clay County,county_gp,True,True,9,True
37045,NC,Cleveland County,county_gp,True,True,9,True
37047,NC,Columbus County,county_gp,True,True,9,True
37049,NC,Craven County,county_gp,True,True,9,True
37051,NC,Cumberland County,county_gp,True,True,9,True
37053,NC,Currituck County,county_gp,True,True,9,True
37055,NC,Dare County,county_gp,True,False,7,False
37057,NC,Davidson County,county_gp,True,True,9,True
37059,NC,Davie County,county_gp,True,True,9,True
37061,NC,,county_gp,True,False,8,False
37063,NC,Durham County,county_gp,True,True,9,True
37065,NC,Rowan County,county_gp,True,True,9,True
37067,NC,Forsyth County,county_gp,True,True,8,False
37069,NC,Franklin County,county_gp,True,True,9,True
37071,NC,Gaston County,county_gp,True,True,9,True
37073,NC,Gates County,county_gp,True,True,9,True
37075,NC,Graham County,county_gp,True,False,7,False
37077,NC,Granville County,county_gp,True,False,6,False
37079,NC,Greene County,county_gp,True,True,9,True
37081,NC,Guilford County,county_gp,True,True,9,True
37083,NC,Halifax County,county_gp,True,True,9,True
37085,NC,Harnett County,county_gp,True,True,9,True
37087,NC,Haywood County,county_gp,True,True,8,False
37089,NC,Henderson County,county_gp,True,True,9,True
37091,NC,,county_gp,True,True,8,False
37093,NC,Hoke County,county_gp,True,True,9,True
37095,NC,,county_gp,True,True,9,True
37097,NC,Iredell County,county_gp,True,True,8,False
37099,NC,Jackson County,county_gp,True,True,7,False
37101,NC,,county_gp,True,True,9,True
37103,NC,Jones County,county_gp,True,True,9,True
37105,NC,Lee County,county_gp,True,True,9,True
